,State,Change in Recipiency Rate (2002-2012),% Change in Recipiency Rate (2002-2012),% Change in Real Average WBA (2002-2012),% Change in Real Maximum WBA (2002-2012),% Change in Real Minimum WBA (2002-2012),Change in Recipiency Rate (2003-2013),% Change in Recipiency Rate (2003-2013),% Change in Real Average WBA (2003-2013),% Change in Real Maximum WBA (2003-2013),% Change in Real Minimum WBA (2003-2013),Change in Recipiency Rate (2004-2014),% Change in Recipiency Rate (2004-2014),% Change in Real Average WBA (2004-2014),% Change in Real Maximum WBA (2004-2014),% Change in Real Minimum WBA (2004-2014),Change in Recipiency Rate (2005-2015),% Change in Recipiency Rate (2005-2015),% Change in Real Average WBA (2005-2015),% Change in Real Maximum WBA (2005-2015),% Change in Real Minimum WBA (2005-2015),Change in Recipiency Rate (2006-2016),% Change in Recipiency Rate (2006-2016),% Change in Real Average WBA (2006-2016),% Change in Real Maximum WBA (2006-2016),% Change in Real Minimum WBA (2006-2016),Change in Recipiency Rate (2007-2017),% Change in Recipiency Rate (2007-2017),% Change in Real Average WBA (2007-2017),% Change in Real Maximum WBA (2007-2017),% Change in Real Minimum WBA (2007-2017),Change in Recipiency Rate (2008-2018),% Change in Recipiency Rate (2008-2018),% Change in Real Average WBA (2008-2018),% Change in Real Maximum WBA (2008-2018),% Change in Real Minimum WBA (2008-2018),Change in Recipiency Rate (2009-2019),% Change in Recipiency Rate (2009-2019),% Change in Real Average WBA (2009-2019),% Change in Real Maximum WBA (2009-2019),% Change in Real Minimum WBA (2009-2019),Change in Recipiency Rate (2010-2020),% Change in Recipiency Rate (2010-2020),% Change in Real Average WBA (2010-2020),% Change in Real Maximum WBA (2010-2020),% Change in Real Minimum WBA (2010-2020),Change in Recipiency Rate (2011-2021),% Change in Recipiency Rate (2011-2021),% Change in Real Average WBA (2011-2021),% Change in Real Maximum WBA (2011-2021),% Change in Real Minimum WBA (2011-2021),Change in Recipiency Rate (2012-2022),% Change in Recipiency Rate (2012-2022),% Change in Real Average WBA (2012-2022),% Change in Real Maximum WBA (2012-2022),% Change in Real Minimum WBA (2012-2022),Change in Recipiency Rate (2013-2023),% Change in Recipiency Rate (2013-2023),% Change in Real Average WBA (2013-2023),% Change in Real Maximum WBA (2013-2023),% Change in Real Minimum WBA (2013-2023)
23,MN,-13.004450064828,-27.05671266490357,-11.317920585161973,-32.00671356968777,-20.18047579983593,-7.0390741817830005,-16.075211695020215,-7.588466579292258,-32.46296590367733,-49.31697797602453,3.169318952479,8.448410176372139,1.249219237976253,-31.36845450212225,-46.71616219303256,0.5023595344999965,1.2719541550002602,5.42072875613635,-29.77747502270663,-44.712812960235645,-0.3699238406740024,-0.9418735238132048,9.583850075788911,-29.726780823442965,-41.6113458056729,1.1635740261060012,3.020971663301033,12.63799010277883,-27.21315920285598,-41.01610904584882,7.055720631882001,18.719207093738643,15.820639960047098,-27.165086421993372,-40.012845215157355,-6.473260709685002,-14.195618997601148,11.530815109343946,12.96462622633687,-36.75813656668794,68.53232449709799,185.57772554828978,-5.778318276580957,6.21024329464227,-36.14183474300586,31.825171333950998,93.99001778000189,4.885597435614012,12.36494597839136,-35.023505708529214,17.006135962602002,48.50688133677147,17.43869209809265,10.519730835559447,-34.39534087016102,18.539401121451,50.44830805613515,15.621897603176855,10.359074266904047,8.030803080308036
24,MO,-17.493109417929,-41.9424719979128,-6.696428571428571,2.178160202851565,-30.163678877630563,-17.509480422329,-43.08761666046513,-5.617064499746065,2.724807187049753,-29.793432203389823,-11.991755216007,-35.62514393517788,-4.2962420948100135,3.6845759916673946,-29.1293734743694,-9.200869440203999,-29.779592334992678,1.5913702873010884,7.553844087225172,-38.73600746268657,-10.788753347395996,-34.586793774597,0.8353860983185188,1.1594818432788356,-37.768752986144285,-6.4874924514310015,-21.479849959552137,-1.15490185923662,-1.5009459743535813,-46.14252680260668,-6.565480503188004,-21.15696775433329,-5.82955217991714,-12.336968957364054,-31.83297180043384,-14.749805255225002,-41.007599790194575,-10.736743312998591,-14.178538951197336,-14.201593349497754,32.646908505709,125.75549384418419,-14.53895426783851,-13.33101556765944,-13.316849169904627,7.574560687681001,32.529382879471825,-8.194824321481175,-14.865026516208783,-14.874225300765579,-5.038712989127999,-20.808850567736428,-8.926103136629449,-19.56795899271795,-19.568452380952376,-4.558759065700999,-19.71147303193171,-7.936934997847612,-21.426508807392434,-21.425877027536792
25,MS,-10.617189567521997,-31.64198368035141,-12.103886624901165,-8.78420398009951,-22.356599861783007,-11.357900454122,-34.45436102702587,-13.620201289700473,-12.487376287618659,-21.809826793920106,-7.452955768624999,-27.06704700541655,-9.905189620758481,-11.758310034172094,-21.130844508880024,-11.444608922552,-39.738380526059274,-3.566556226856369,-8.441036091596509,-18.20570570570571,-9.666256762074998,-35.496214727866956,-5.445607763023476,-6.3657535765775695,-16.304347826086968,-7.670787951134001,-31.220409407585688,-2.006576739816107,-5.5752111390093635,-15.62125449460647,-15.272661317226998,-52.257275445113514,-3.0343988646347295,-3.7976940449304566,-14.059900166389347,-24.843734048425002,-67.47896051083077,-8.711330423230203,-13.766079342773752,-15.582262743472846,54.644351955535996,200.2656164834844,-18.092877641534045,-15.001075731497412,-15.00210703750526,7.3039776400340015,31.493404553490922,-14.394758173466624,-16.324486730095146,-16.303400174367923,-11.31843047668,-49.345878678301794,-11.660092727146907,-21.299926140560185,-21.317311971517576,-4.420409622964999,-20.458079231331087,-12.684015907346685,-23.51855057411574,-23.50813743218806
26,MT,-3.256752855183004,-7.411380247513775,4.873160956058458,19.78054457457419,43.7538844002486,-4.956512435643995,-11.122861194138505,9.504071780367685,20.096632397282665,45.09864364981506,-1.1492786135380018,-2.9688615782154257,9.554510640360661,15.416695152799603,45.26618269812461,0.0507840515869995,0.135350194298793,14.28571428571429,15.074216229068305,46.24487938097406,-6.106071843423999,-14.231846593210612,17.282033865411663,16.88660635330931,17.78338136407301,-6.977231167499998,-16.342317687784053,15.954894433781188,17.373222430909564,22.150182718377938,-4.924776460351,-12.256641131855634,10.17754788200755,11.96328005468928,11.98192239858907,-17.551772185969007,-33.327690233153774,14.641991422711168,4.8043799212598435,1.1788024201961147,34.19734532142999,72.93076134233144,-6.56374183528982,5.196869283593721,4.869406762502533,3.0428114458360023,7.492313834812133,8.579288478575094,7.505409582689326,11.430430538987101,-8.544851625909999,-21.00202683856324,15.5527591349739,7.306992381481138,11.348897535667964,-3.968159323845005,-10.01934551376771,16.32525828286428,7.274872198191116,11.238580837051199
27,NC,-13.369285297327998,-35.93912019573979,-15.895931142410014,2.3294770454902314,132.89564616447825,-12.159716165946003,-33.21338399218955,-15.891696473212566,2.54444328932322,5.801621958827196,-14.478387697598999,-43.80103967277626,-23.741478762454122,-33.654826315376766,-67.13983690727876,-18.764540706574998,-59.475583317920965,-24.872665534804753,-32.77904087135832,-65.90553644041289,-21.961703446347002,-66.86072309639613,-19.535739942528732,-33.74344653160154,-65.13583441138422,-23.174505070701002,-69.1295928607697,-16.874292185730464,-35.37602265575834,-67.55760368663594,-28.070858879788,-73.0273526725668,-21.25620851830688,-34.15993008520865,-66.944,-30.6452796364757,-76.37489004158466,-22.49803483513301,-40.2038248616004,-69.8727434152116,14.311777238064998,45.64287931042409,-36.22178089409475,-41.09078166846044,-70.34097589653146,-8.593112587032001,-35.36163818823826,-31.687933242085748,-42.11995141993333,-70.81179689875341,-15.410373974701402,-64.66652582616852,-24.105689165930126,-47.232453447923056,-73.76854599406528,-13.07757929334,-53.48445958192457,-22.48388129315469,-49.963249271321764,-75.05896226415094
28,ND,-9.134606497427999,-23.1403822620862,26.082559529281962,29.373611409732664,-20.178830352827454,-4.483762597516,-12.053697159460675,37.613801893663506,42.792430773726885,-19.758561221975864,0.00022656489599981455,0.0007292365064404157,50.06972852361472,47.98483847411066,-19.00075700227101,9.879353340746999,33.60828963998292,72.52722219691101,54.054520954980475,-15.95938557667273,13.904675853332998,45.58715901426959,67.19339829690105,58.90923808560152,-14.640000000000006,9.117387107913999,29.017379359200294,50.58086806305333,54.69881942581163,-13.82425403777717,6.296516988179995,19.522438640213295,39.7317124292601,37.979016767567906,-12.343927355278096,-6.978059451761998,-15.591757028120282,27.807528133488564,25.77649026400669,-14.156796390298926,41.300608494995004,111.89729863810764,23.61420367983124,24.27579877244306,-13.337165852256398,3.282321511547004,10.322068783720853,23.99050805259473,23.270113449380776,-14.866468842729974,0.27122696103600297,0.8939543113098868,14.452384424675532,12.433869761515677,-19.557977596124736,-2.169940905679002,-6.632969280104793,5.41497138698687,2.47902169463774,-21.43076450721523
29,NE,-2.7827065664090043,-7.449277680525773,-2.2680714076675472,7.857681170917457,55.22517321016167,-8.834750369367999,-23.455237113391316,1.2862522619455155,10.885123933524731,56.06238964096529,-7.392306078131999,-21.690016010186433,7.640878701050615,7.618088115627552,57.50452079566003,-8.395897033250998,-25.957584945279972,10.962948383604784,10.871846698021544,96.04477611940297,-16.913960949845,-47.88205172720352,18.14562862181911,16.178227283586843,99.15902140672783,-15.329221429081002,-45.08998270083991,22.7286757896903,17.310443490701,101.138147566719,-16.524206441577,-49.221697609671835,24.11048929506596,21.781326781326783,104.55655004068349,-29.487909999603,-69.11868294904696,21.021272404963558,18.70325171246357,100.28294260307196,20.132738964896994,49.99142072670087,5.658232852342354,19.922254616132168,102.22496909765142,-10.431478430854996,-28.31720590044003,16.36980909269828,11.553127520715696,98.68141216503614,-19.230623652408,-55.623755410726986,18.39097669311773,11.334215945866429,-19.564813092802684,-11.090818452958,-38.467473133268825,21.76243360695316,11.563286292528161,-21.440693946822563
30,NH,-4.447655521236999,-14.074391370644912,-19.529531888155823,-1.1853448275862097,-23.377049180327866,-7.536357731038998,-25.017541410816406,-15.45188334871033,-10.812143002116608,-22.312099764071455,-3.873546610292003,-14.131145081086153,-9.223871501327645,-8.975551222438883,-20.71129707112971,-4.604507871447,-18.583227365262125,-3.3742056743936364,-5.553137242708791,-17.74485001807011,-5.982155658655003,-22.548181353002295,1.915744016171276,-3.1636597938144306,-15.617977528089883,-10.659487989657002,-36.74755582344664,4.45585785674625,-2.4748876553000296,-15.021129466000769,-18.536055331985,-50.661627611078366,3.995179829440121,-13.515131559254042,-13.538338658146968,-33.197350976258,-67.24900731759097,-0.6927285563007383,-14.86482440645489,-14.862165401518187,25.856956452956,64.18120644559208,-14.921218982922916,-14.306212791940165,-14.297352342158865,-2.656428811267997,-8.875328182797361,-9.006928406466505,-15.009752721323864,165.61712846347606,-15.978492948333,-58.84528610478446,-4.255526816651212,-18.997369940342537,-18.99871630295251,-7.086501095013001,-31.37294618030257,-0.47919533140390913,-20.633940182054626,-20.607375271149674
31,NJ,-20.915916580605998,-38.99282415360756,-10.49751399355827,4.934728919204991,9.23473774720551,-17.184033905708002,-32.81154673429213,-8.207058520734805,2.070891709621019,10.802687411598301,-15.854074821363001,-27.37018912858587,-3.2407564020161836,2.926507094217592,13.099158433955369,-15.066855504265003,-25.783225185803676,0.038165290403149255,5.672829286239886,33.54190367842246,-6.106875696279001,-11.522899724833689,4.918606686504468,6.385572654291168,15.563946806764086,-12.325792668249003,-20.277591224593127,3.1417020693435713,7.313046070584994,16.383229499915817,-3.283488299695003,-5.995676921459711,3.183303826773786,5.172098968319175,1.7443609022556341,6.977936621351005,14.156799252276981,0.7961941260035101,1.462282737183137,3.1583696796510887,34.120193695497,90.83932576426152,-10.250274204806074,1.8337461434841174,18.189991009889127,4.836297769122999,14.133908513525528,3.397562470211758,3.8929822984994122,28.953057442865965,16.549997681286,50.5737091249699,8.161554049332667,6.5900073969470725,34.083753148614605,13.023212253407996,37.01050900317249,15.081312210850987,5.566060821783716,42.31689803733843
32,NM,-2.409908805423,-7.711678044011867,7.811417829227279,13.915697119969492,13.107092054460468,-3.102540143712995,-10.887792679188706,15.287805856397918,17.50866669263428,16.867219917012438,-3.384182397003002,-12.373532203514927,11.226357535082359,12.484294688749294,3.9025318865410186,-4.059648558324,-16.278769938777103,13.138536984062116,12.402806751374946,10.580954282291868,-6.885437953169002,-25.493331828015098,17.53805426869622,12.586278429449708,5.807553615486814,-15.754267575139998,-45.69081729025913,3.2312271941617,8.614525139664803,1.2514008218154684,-15.674128001169002,-44.677295170921866,3.8273885652029667,1.7627070649865562,2.3990860624523953,-25.530770787609004,-58.284079771389486,-3.431693989071036,-0.3486993514192064,-0.9342301943198803,42.967539535436,123.23973668533942,-18.675304816707577,-12.972314638783258,-2.602031723400465,-1.3827630707500038,-4.180763962291032,-11.157914014926058,-0.7821982467970499,-1.0845986984815643,-7.269599491733997,-25.206469228086203,-1.9088698205845898,-3.107524361249698,-2.91052820697089,0.9830529835149981,3.8713475100080545,-2.92697777584483,-3.0230708035003993,-3.2132078821231937
33,NV,-26.584119532964003,-54.48172500434526,-1.6622510896504634,4.56699547161863,-20.475561426684287,-23.017261985128002,-50.12498602168674,-2.1020640749651722,4.043437270854444,-20.026972353337833,-16.35080140203,-38.1151364467618,-1.9654862330321603,3.155584967434085,-19.668737060041405,-8.610147449743,-23.69919667696763,-2.583592938733125,2.4936017154319834,-18.136557610241823,-7.225563052898998,-20.1280928112351,-5.623303488230776,0.08502822937215156,-16.98529411764706,-10.114164636416001,-24.990912086017982,-5.61273721453844,-1.9586799034075768,-16.691957511380874,-12.427731082632999,-29.351245607623653,-6.916022586199996,1.1767156097053155,-16.575019638648868,-16.554933983980003,-36.8781249806837,-5.8750146193130846,-7.319870038860935,-19.014084507042252,56.212996050854,196.16959265034498,-7.48463393760212,-5.707235281090817,-19.541139240506332,27.944728495446995,125.42501608916328,-4.322439721078716,-3.9729252501471377,-20.829943043124484,-2.7707681683520002,-12.475069193692232,1.4817711728153637,0.7284812676245521,-25.166112956810625,1.9514599948859983,8.52073827857077,7.4117190531625905,1.8089069369399555,-27.150084317032032
34,NY,-12.319697771510002,-28.296953082419552,-22.290272041019787,-23.400507693104693,22.55441909257801,-9.371753562699997,-23.183192858818416,-19.242122352593896,-22.301526006018804,24.29226206524669,-4.486129135913003,-11.927179445306448,-14.89088074824631,-20.701532018075607,34.821428571428555,-5.826384511173998,-14.33972955321012,-14.35473815461346,-14.670855347708128,105.72585309427416,-6.80434232048,-16.431476565341992,-12.331149397395446,-12.511096644374733,110.8747753145596,-7.263251513364999,-17.63168892502125,-3.803085600530862,-10.84099669185712,112.41548862937924,-5.505098632616001,-13.694567173863092,-3.5986187960228,-8.177112920532736,116.23521891978268,-7.7472502223729975,-18.148662592205493,-2.325771176758616,-5.407196969696968,33.02037554934079,67.769029026352,195.9901795651088,-4.038176033934257,6.6402729496588115,39.274801385210836,10.677543734653,32.28335613294653,-1.3543109998659104,5.764701980165178,43.429890848026865,3.811810981129998,12.210497723788077,3.8123167155425186,0.8014337887190408,46.82216991226194,9.812124281736,31.597969574690875,8.425092520674372,-1.2339331619537353,53.77440347071584
35,OH,-16.444886249249997,-41.89922622424814,-5.762426284751477,3.670962952965786,3.033232628398798,-15.504024513228002,-43.77598047612186,-1.0760493616294506,5.223152725927431,4.888032747411512,-7.977678786677,-26.61136845470926,1.3981185811685426,4.8270070540812915,4.400241109101858,-5.639132080566,-19.586912162275684,8.030871003307611,7.636375934255465,6.6080885893115004,-8.753437570439,-28.62330477733419,10.048615331191947,8.251420929455014,4.921753673396255,-8.685532544931998,-29.73734146891971,12.349823321554773,5.610823716673305,1.6951147733961127,-12.215436468425999,-37.74248349290882,13.048448078783073,6.392510865931128,8.94549763033175,-17.720084238629,-46.4539779389152,7.680046977895236,2.2033898305084714,6.258660508083143,37.252987545546,155.97467383856167,-0.9041823791566737,10.937500000000002,10.379008746355693,6.954252490223,31.616787314082647,14.432616081540209,9.551599076821619,10.361531190926272,-6.470658424405998,-28.375380071033213,15.134990166279271,6.570982230033195,7.975604034717332,1.0895266249389994,5.47151246127959,15.470281003151037,6.72824905708624,7.265840220385672
36,OK,-7.185413248055,-22.015939058306273,-9.437794390907914,-6.027957722468464,-22.40932642487046,-9.371640869406,-30.046351613816196,-1.5965430975665187,-0.3779659830615189,-21.80251822398939,-6.515407715666003,-23.545359641817203,14.441190824792582,26.16637671991145,-21.19565217391305,3.2540213070040016,14.323121457971963,33.716701071463675,37.295587781548925,-18.226600985221687,3.2398058758389996,14.991268968144714,32.179629719147286,33.29537523417698,-16.302765647743815,-0.856375870994,-4.0583307850956425,21.300721581857378,25.826909600560633,-15.580524344569287,-6.079895936013998,-22.60568351247247,13.602545715310143,10.971726948548152,-14.040561622464903,-12.189195747360998,-33.92094805494237,7.351439656932827,7.303507385569276,-15.617715617715616,41.025471436866994,137.6815437046277,1.6827550221758434,6.546341750198413,-15.00789889415482,8.183317874481,30.61400482311374,2.3360075507314715,7.753834915997064,-16.33986928104575,-5.564117920832001,-21.861297913174138,3.1588490719091498,1.7959509469559498,-21.285475792988322,-5.298519518329001,-24.284002913733197,4.058426550799667,-2.3115295440174384,-23.559322033898315
37,OR,-16.815629588973003,-33.826654838439964,-9.537813456265152,0.7449281487743008,0.8407180186321395,-14.821061314479,-31.97191634126965,-2.628158258185067,3.4712417081812537,4.907192575406037,-8.602322384999,-22.211009386593407,2.7636797884590734,5.4262939624064295,5.451408855664169,-8.837935842335998,-22.1669927534279,10.436416431804593,7.240040192271126,6.896551724137928,-9.490991609644,-23.47941133041926,12.302973502598617,5.0459586236815746,5.242922055225446,-10.636617717057002,-23.999425999663558,10.13096120583149,10.460547855505848,10.541676395050201,-18.73412298903,-36.70429194373904,8.485958485958497,8.839254213368793,8.923792902850495,-16.626923836492004,-32.39812408037276,7.721992518212252,4.786640002077762,4.575163398692821,45.331839875045006,116.99530662679524,-1.6385177716158328,5.706145079316192,5.589788732394364,10.463497285301997,30.787583084227148,6.1145374449339185,7.36231731954976,7.101985863345674,-6.330631237957002,-19.24464245184887,19.02209726310241,8.196549373328436,8.449752140603875,6.184977246905998,19.612783447452177,22.940219431813432,8.818228630278064,9.233661395554565
38,PA,-17.520091323927,-29.006482547353812,-6.2974910394265216,2.0712874185757175,-23.38129496402878,-21.857222496406003,-35.48414220056081,-6.013795085500793,-1.2842588606686767,55.40832049306624,-11.988888362501,-21.897184738417934,0.25811761185096427,-1.4354877753570578,58.60969387755103,-12.405653431575004,-23.11453940555944,3.555084906017161,-1.3671449657608774,64.57369464639787,-15.729613365789003,-28.417779187254066,7.5482580942859325,-2.7368522582045203,68.76712328767124,-18.700020915847997,-32.91929829765693,4.015180265654643,-8.337075995745193,65.0860554970144,-17.497559321878995,-30.88990641854423,1.5323776569451206,-9.98363726908393,68.04236669101535,-26.312564304694003,-40.82276183155973,-1.6524443158808193,-14.410410318678558,65.37618699780863,36.806458421913,72.60120820874505,-12.999211030544396,-13.089404585798817,66.4804469273743,1.1709775489030017,2.538028763536213,-3.8616062721847353,-13.527136326339232,65.14395393474089,-15.516086597874,-36.18446888464927,0.7879738362085461,-16.028490845642718,57.35524256651018,-3.123298617807996,-7.859345315842731,0.9746961241495341,-16.202727911427672,-22.90303390838786
39,PR,-12.514085073264999,-37.99799996446183,-17.994350282485875,-23.40274491244676,-23.388305847076456,-6.735120316704002,-23.14136335460759,-15.709621663145764,-22.301516503122212,-22.342064714946073,-9.693601570325002,-33.36271835925906,-13.655804480651726,-20.69978184259104,-20.73365231259968,-7.536979164434002,-27.311207202557014,-8.834486428951568,-17.72328028524219,-17.685950413223132,-9.580772893107001,-35.527726450690714,-9.533073929961082,-15.64245810055866,-15.582191780821923,-3.5280050465510024,-13.433497178559573,-11.024498886414245,-15.036968576709791,-14.93848857644992,-8.387276772011997,-30.23116805648776,-7.47504537205082,-13.51273426237386,-13.5036496350365,-12.649825334168,-42.47623063492955,6.963850077622517,-14.869281045751645,-14.96350364963504,90.09487962035901,343.1655410140683,30.770901194353968,22.426975102921006,303.91061452513964,11.539470486524001,53.75502560793349,40.56867793574387,53.35824664175335,628.598848368522,-0.2222029928909991,-1.0881927801127982,37.22585830749799,46.174441355164234,594.5205479452054,0.5395183857230007,2.411888105607764,38.06106174527227,43.21052082246112,580.5555555555555
40,RI,-26.133197247467997,-50.54691562031341,-5.382347841165264,4.466632962588463,-6.98763581865868,-22.161646275751,-47.867390175937814,-15.312662393902649,2.9907297481623765,-37.557781201849,-18.442177925704,-40.16075979490354,-18.807828569463076,1.7764056885469865,-37.684336388999604,-12.177559554018003,-28.38630389892101,-19.092706274060966,0.8011215701982748,-38.95522388059702,-7.108481499066999,-17.66868259667598,-17.477471134891573,0.10300989900005654,-33.326889619176484,-10.513464039454002,-22.764486706369837,-15.481788195662855,-2.255977215379612,-35.94931921331317,1.0907929870610011,2.9714351483038035,-17.647468244301386,-4.579544038868817,-35.13157894736843,7.399250197020002,21.921503615721054,-17.41394074327795,-7.127984116991913,-33.63414175596917,50.097827695429,187.6335558946736,-24.678600203173715,-8.026931525164729,-33.20552147239263,22.140817167941,85.21176468529414,-16.909331568497684,-7.606602140575856,-26.254444883445277,14.655960116107003,57.32222037200763,-10.647656049554662,-5.400827546156265,-26.14300100704934,27.392057216352995,113.4887765304546,3.436285538965026,-4.650136119490848,16.378778531770497
41,SC,-19.047114277479,-48.06227713169021,-10.337500617680494,-5.572958966624124,63.005181347150256,-14.952256581297002,-44.27901073648837,-9.239888423988834,-8.292645712541972,64.20996818663839,-11.604755852439999,-43.22110808974961,-6.46462556888705,-7.529236906950366,65.63349646547036,-12.270960466810003,-48.31654439505681,-4.365161557580782,-8.654736192533157,71.79054054054053,-10.422803485012999,-41.50725199013317,-3.0839283866294007,-9.97309761721752,75.66938300349243,-12.692028050675999,-42.92572996004734,-1.963770018377517,-9.214949574846742,77.17195925704013,-12.990688981484,-38.312591171695296,-5.0146259924780585,-14.031393568147005,80.58676654182273,-15.28415483327,-40.222451963209004,-6.622117268753458,-15.599618684461392,77.25295214418894,47.735234415560996,166.003319113212,-12.566109583245197,-15.001357062541205,78.50821744627054,9.743577680395997,40.227222817637376,-5.66037735849056,-16.32374764368508,-16.313823163138228,-5.862603417318002,-28.482805744316707,-7.748691099476441,-21.301605504587155,-21.296884933248567,-0.023669133407000498,-0.12579248824641534,-7.919433620547724,-23.517178271358453,-23.506619309008713
42,SD,-9.910207829605996,-38.37068573375879,4.596211365902293,10.18785806279701,-20.15590200445434,-8.050469365328999,-33.93585697129705,8.463340477495898,10.893265342008089,-19.750283768444945,-4.8027918699019985,-24.479750485821672,14.019895881655595,12.682649400647467,-19.023634250290584,-2.4130790774789994,-14.19367588497521,16.66329625884731,15.536315536315549,-15.953618552578973,-2.3677326419480007,-13.806420132011166,18.50370074014803,17.442662528022076,-14.660114660114667,-2.7353315733259995,-16.053618254557122,18.544600938967147,19.52655095377212,-13.829340058848253,-2.897717657812002,-17.137516431328145,18.90418957714954,19.95803716708058,-12.33653007846557,-14.035622700191999,-50.80908621603126,16.67988245720417,15.774911502624409,-14.161974880900821,27.07514245237,133.0753365440317,4.029320916509156,16.121934632155853,-13.333333333333334,2.1889274986759992,13.137307464746813,15.890293754159144,16.04291113007436,-14.858705560619878,-1.6960325614500005,-10.655250120376296,20.989419502430664,16.04127201644432,-19.572291957229197,1.3925071002029998,8.8852414007675,19.64064151463628,14.905256481408081,-21.4049976426214
43,TN,-23.956891793907,-58.12799254011492,-19.868388983670492,-22.372983567013414,-22.356599861783007,-18.871748260019,-52.159949587377874,-18.140892450776686,-21.79848070026606,-21.809826793920106,-14.628514629525,-48.39289853101482,-14.791162383478396,-21.148979914597493,-21.130844508880024,-11.667630818387998,-42.83242460393093,-12.843892469737472,-18.179212056679503,-18.20570570570571,-12.005448174058001,-47.28918864846916,-8.88532477947073,-16.32791327913279,-16.304347826086968,-14.989116737589,-51.78843009577528,-9.22686534931433,-15.621595712231478,-15.62125449460647,-12.929828404418,-47.936958572257396,-7.787136721146877,-14.03285830988473,-14.059900166389347,-18.092426745285,-56.31315351492064,-11.994601889338732,-15.599855347617753,-15.582262743472846,34.21557255084701,152.31991307750087,-17.176976625728674,-15.00206829985751,-15.00210703750526,6.564597083935,34.745847726079525,-12.428037272241674,-16.32274629136553,-16.303400174367923,-6.896466450899001,-39.96296463177665,-11.442301843177793,-21.300252476208975,-21.317311971517576,-3.4127294740619982,-19.716746965924532,-13.283374629842262,-23.510848126232744,-23.50813743218806
44,TX,-10.225815619218,-34.64373888012592,-1.5175404020496628,3.668323748253573,-7.134146341463425,-7.805325590985998,-28.841935673733776,1.9224620303757003,4.904306220095699,-8.523409363745495,-2.3018730526989994,-9.804607068226758,6.894133179305214,9.14605847643041,-6.257693885925327,6.1269836687709995,29.27755903671721,18.16281306183887,13.229428523546162,-3.0239833159541245,9.361154926788002,50.32965915512023,21.599226045259513,19.28328827892146,-1.1009951302138388,6.226767010081999,33.13815045656583,15.880741073984698,14.28101132473005,-0.5563877594692875,1.0762394413510012,5.0564482211709665,15.149165408317339,12.352241959981498,1.0510181738559161,-4.683251431388003,-16.244975351305264,9.133822005603106,6.361387708505106,-2.5075010715816433,44.928462936366,209.2409530560806,-3.423332817576975,9.071946701534836,-0.5998286203941755,8.102462199882002,45.394328657444255,-5.4277309908530444,7.876744698950818,-2.375245151449125,-1.9803799006719998,-10.265689149926335,3.213928357014209,1.419795649721047,-8.404464871963222,2.3729593589650015,12.322520647501126,7.517352260695666,-2.132577275108637,-11.176727909011372
45,UT,-5.061673763603997,-16.491698580926908,-8.110722523997316,1.693492357572957,-13.596692696371157,-1.6801334194609996,-6.104816018514581,-0.05052271579029009,4.954329125897895,-9.615384615384619,2.229555151231999,10.179622059976763,7.974833517179397,3.7867916239566575,-12.971481140754356,0.6525533297860014,3.188567614358459,12.39453011347106,9.421867811685315,-11.332385016595547,-0.15478732654699845,-0.7208741497154192,17.441518625845184,10.360401880357626,-6.967984934086615,-3.2228993493540026,-14.18901485486031,9.917288355497906,7.526913875598091,-7.0527790751985115,-13.131192787786002,-41.41979523224053,9.783079406322596,6.097345653581316,-3.721604639922665,-14.800063854883,-42.48623210490916,11.427227839172337,2.086387729784588,-10.41573535985696,27.856240261478,108.07350792658572,-3.485907199497525,3.4232161396223213,-11.256544502617809,3.1123708935000023,14.18761291132005,8.058317319742677,8.009904410917883,-4.488330341113106,-7.4095913279,-28.909184670827813,9.478500283423758,5.926727205442795,13.716108452950568,-1.415595077659998,-5.478031638969771,14.312932576405633,8.246725813265728,14.841722885313956
46,VA,-13.834841484849001,-42.85279353042541,-21.74098418902114,9.490660169393209,-16.169154228855728,-12.725034051178003,-41.37501939688482,-16.551880723529848,-7.042817126850743,-28.43278217109993,-6.556736628564,-28.19464953709544,-3.163710899206842,-5.674076113137434,-14.832535885167466,-5.158626406284,-24.71124019443064,-2.4332740213523123,-5.133519881162128,-1.8243243243243137,-6.6762112531239985,-28.823030796369643,-0.5395683453237486,-4.156815695684383,-7.030407591114941,-8.601135316106001,-35.616895833681056,-4.7612795938908565,-8.084401008391742,-6.236129604971154,-8.485249957801999,-34.531166397743725,-5.492871512288989,-10.476550680786678,-4.4834758493182445,-13.655819035014998,-46.79385738261067,-8.631702807194495,-15.601157590107867,-6.215469613259659,47.366255407989,234.29528712459327,-20.426204304748882,-15.000835980605254,-5.547752808988758,9.786230024229,53.360625985709,-14.11292122294131,-16.32307160152197,-7.021791767554476,-7.754640348092999,-42.031182232559296,-12.4307636429674,-21.302673872346436,-12.537091988130566,-4.765767354168998,-26.43196089998125,-11.481951750408136,-23.51485148514851,-15.017579105976889
