,State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,Unnamed: 7,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,Unnamed: 12,Recipiency Rates All Programs ,Unnamed: 14
977,WI,2007.0,2.0,"3,090","2,775",131.0,5,11,153.0,69.3,69.3,45.2,11,45.2,11
978,WI,2007.0,3.0,"3,109","2,762",130.0,4.5,23,141.0,62.41,62.41,44.3,8,44.3,8
979,WI,2007.0,4.0,"3,083","2,780",131.0,4.2,28,130.0,69.67,69.67,53.8,8,53.8,8
980,WI,2008.0,1.0,"3,074","2,699",132.0,5.2,26,161.0,105.28,105.28,65.5,3,65.5,3
981,WI,2008.0,2.0,"3,101","2,774",132.0,4.6,32,143.0,74.91,74.91,52.3,5,52.3,5
982,WI,2008.0,3.0,"3,118","2,754",132.0,4.6,40,144.0,72.47,72.47,50.4,4,50.4,4
983,WI,2008.0,4.0,"3,103","2,746",134.0,5.3,37,164.0,99.62,99.62,60.6,3,60.6,3
984,WV,2003.0,1.0,788,642,37.0,7.6,6,59.0,24.34,24.34,40.9,34,40.9,34
985,WV,2003.0,2.0,797,659,37.0,6.8,12,55.0,17.13,17.13,31.4,37,31.4,37
986,WV,2003.0,3.0,795,662,37.0,6.2,15,50.0,15.46,15.46,31.1,37,31.1,37
987,WV,2003.0,4.0,787,662,37.0,5.6,16,44.0,16.42,16.42,37.2,28,37.2,28
988,WV,2004.0,1.0,784,648,37.0,6.9,9,54.0,20.88,20.88,38.7,32,38.7,32
989,WV,2004.0,2.0,794,668,37.0,5.9,14,47.0,14.09,14.09,30.3,33,30.3,33
990,WV,2004.0,3.0,793,671,37.0,5.3,23,42.0,12.25,12.25,29.2,31,29.2,31
991,WV,2004.0,4.0,787,673,37.0,5,26,40.0,12.6,12.6,31.8,26,31.8,26
992,WV,2005.0,1.0,783,658,37.0,6.5,10,51.0,17.61,17.61,34.8,29,34.8,29
993,WV,2005.0,2.0,797,676,37.0,5.4,17,43.0,12.18,12.18,28.4,31,28.4,31
994,WV,2005.0,3.0,802,679,37.0,5.2,20,42.0,12.18,12.18,29,32,29,32
995,WV,2005.0,4.0,796,680,37.0,4.8,22,38.0,12.56,12.56,33.1,30,33.1,30
996,WV,2006.0,1.0,793,670,37.0,5.7,12,45.0,16.34,16.34,35.9,34,35.9,34
997,WV,2006.0,2.0,809,686,37.0,5.2,11,42.0,11.43,11.43,27.1,35,27.1,35
998,WV,2006.0,3.0,812,686,37.0,5.2,13,42.0,11.21,11.21,26.5,33,26.5,33
999,WV,2006.0,4.0,806,690,37.0,4.5,17,36.0,12.0,12.0,32.9,29,32.9,29
1000,WV,2007.0,1.0,796,672,37.0,5.7,10,45.0,17.47,17.47,38.7,28,38.7,28
1001,WV,2007.0,2.0,806,686,37.0,4.7,16,38.0,11.96,11.96,31.3,32,31.3,32
1002,WV,2007.0,3.0,811,688,37.0,4.6,19,37.0,11.12,11.12,29.8,30,29.8,30
1003,WV,2007.0,4.0,805,691,37.0,4.3,25,34.0,11.62,11.62,33.7,32,33.7,32
1004,WV,2008.0,1.0,798,674,37.0,5.3,23,42.0,17.9,17.9,42.2,26,42.2,26
1005,WV,2008.0,2.0,812,688,36.0,4.5,34,37.0,12.85,12.85,34.9,27,34.9,27
1006,WV,2008.0,3.0,811,692,36.0,4.3,45,35.0,11.98,11.98,34.3,19,34.3,19
1007,WV,2008.0,4.0,805,693,36.0,4.7,42,38.0,14.82,14.82,39.2,27,39.2,27
1008,WY,2003.0,1.0,270,224,19.0,5.1,42,14.0,6.31,6.31,45.5,26,45.5,26
1009,WY,2003.0,2.0,273,236,20.0,4.4,46,12.0,4.27,4.27,35.8,31,35.8,31
1010,WY,2003.0,3.0,275,241,20.0,3.8,51,10.0,2.66,2.66,25.6,50,25.6,50
1011,WY,2003.0,4.0,274,236,20.0,4,45,11.0,3.67,3.67,33.1,34,33.1,34
1012,WY,2004.0,1.0,272,230,20.0,4.6,44,13.0,5.45,5.45,43.2,25,43.2,25
1013,WY,2004.0,2.0,274,243,20.0,3.7,49,10.0,3.61,3.61,35.3,23,35.3,23
1014,WY,2004.0,3.0,278,247,20.0,3.3,50,9.0,2.45,2.45,26.4,41,26.4,41
1015,WY,2004.0,4.0,276,242,20.0,3.7,45,10.0,3.34,3.34,33.1,25,33.1,25
1016,WY,2005.0,1.0,274,237,20.0,4.1,49,11.0,4.85,4.85,43.3,18,43.3,18
1017,WY,2005.0,2.0,279,248,20.0,3.6,47,10.0,2.94,2.94,29.5,29,29.5,29
1018,WY,2005.0,3.0,283,254,21.0,3.2,48,9.0,1.79,1.79,20,47,20,47
1019,WY,2005.0,4.0,281,250,21.0,3.4,43,10.0,2.75,2.75,28.9,32,28.9,32
1020,WY,2006.0,1.0,279,247,21.0,3.6,47,10.0,3.89,3.89,38.8,26,38.8,26
1021,WY,2006.0,2.0,284,261,21.0,3,48,8.0,2.39,2.39,28.2,34,28.2,34
1022,WY,2006.0,3.0,288,266,21.0,2.7,51,8.0,1.63,1.63,21.1,46,21.1,46
1023,WY,2006.0,4.0,288,263,21.0,2.7,49,8.0,2.34,2.34,29.9,33,29.9,33
1024,WY,2007.0,1.0,286,260,21.0,3.1,49,9.0,3.59,3.59,40.5,26,40.5,26
1025,WY,2007.0,2.0,290,272,21.0,2.8,49,8.0,2.67,2.67,32.9,29,32.9,29
1026,WY,2007.0,3.0,294,276,21.0,2.4,53,7.0,1.99,1.99,28.2,36,28.2,36
1027,WY,2007.0,4.0,292,274,21.0,2.3,53,7.0,2.67,2.67,39.8,18,39.8,18
1028,WY,2008.0,1.0,293,269,22.0,3.3,49,10.0,4.22,4.22,43.5,24,43.5,24
1029,WY,2008.0,2.0,296,280,22.0,2.8,52,8.0,2.87,2.87,34.8,28,34.8,28
1030,WY,2008.0,3.0,300,286,22.0,2.6,53,8.0,2.3,2.3,29.4,32,29.4,32
1031,WY,2008.0,4.0,298,280,22.0,3.1,52,9.0,4.0,4.0,44,17,44,17
1032,AK,2003.0,1.0,329,262,17,8.5,3,28,20.9,23.56,74.4,2,83.9,2
1033,AK,2003.0,2.0,333,279,17,7.9,4,26,16.35,18.6,62.4,2,71,2
1034,AK,2003.0,3.0,336,288,17,6.8,11,23,11.88,13.54,52.1,7,59.4,3
1035,AK,2003.0,4.0,332,270,17,7.6,3,25,17.27,19.49,68.9,2,77.8,2
1036,AK,2004.0,1.0,332,264,17,8.7,3,29,21.11,23.3,73.4,2,81,2
1037,AK,2004.0,2.0,337,282,17,7.6,4,26,15.37,17.49,59.9,2,68.2,2
1038,AK,2004.0,3.0,343,295,17,6.3,8,22,10.53,10.53,48.5,6,48.5,6
1039,AK,2004.0,4.0,338,276,17,7.1,5,24,16.08,16.08,66.5,2,66.5,2
1040,AK,2005.0,1.0,338,270,17,8,3,27,19.51,19.96,72.1,2,73.7,2
1041,AK,2005.0,2.0,344,289,17,6.8,6,24,14.27,16.41,60.6,3,69.7,2
1042,AK,2005.0,3.0,350,302,17,5.9,8,21,9.49,9.49,45.7,5,45.7,5
1043,AK,2005.0,4.0,344,280,17,7,6,24,14.59,14.59,60.4,3,60.4,3
1044,AK,2006.0,1.0,343,276,17,7.7,3,27,18.02,18.02,67.9,3,67.9,3
1045,AK,2006.0,2.0,349,297,17,6.7,5,23,13.0,13.0,55.4,2,55.4,2
1046,AK,2006.0,3.0,355,307,17,5.8,7,20,8.79,8.79,43,7,43,7
1047,AK,2006.0,4.0,348,284,17,6.3,5,22,13.92,13.92,63.6,2,63.6,2
1048,AK,2007.0,1.0,346,280,17,7.1,4,25,16.01,16.01,64.8,3,64.8,3
1049,AK,2007.0,2.0,350,299,17,6.3,4,22,12.1,12.1,54.8,4,54.8,4
1050,AK,2007.0,3.0,356,310,17,5.5,8,20,8.5,8.5,43.5,9,43.5,9
1051,AK,2007.0,4.0,349,287,17,6.1,4,21,12.54,12.54,58.5,3,58.5,3
1052,AK,2008.0,1.0,349,283,17,7.1,4,25,16.28,16.28,65.3,4,65.3,4
1053,AK,2008.0,2.0,357,304,17,6.5,5,23,13.3,13.79,57.7,2,59.8,2
1054,AK,2008.0,3.0,362,315,17,5.7,23,21,8.97,10.34,43.3,8,50,5
1055,AK,2008.0,4.0,354,292,17,6.5,22,23,12.4,12.63,53.8,7,54.7,5
1056,AL,2003.0,1.0,"2,115","1,761",86,6.1,25,129,41.58,41.58,32.2,45,32.2,45
1057,AL,2003.0,2.0,"2,130","1,777",86,5.9,21,125,38.06,38.06,30.4,42,30.4,42
1058,AL,2003.0,3.0,"2,131","1,770",85,6.1,17,131,38.78,38.78,29.7,43,29.7,43
1059,AL,2003.0,4.0,"2,139","1,786",86,5.8,14,123,33.41,33.41,27.1,49,27.1,49
1060,AL,2004.0,1.0,"2,126","1,772",85,6.2,19,131,35.39,35.39,27.1,49,27.1,49
1061,AL,2004.0,2.0,"2,142","1,804",86,5.5,22,118,29.55,29.55,24.9,47,24.9,47
1062,AL,2004.0,3.0,"2,145","1,804",86,5.6,16,121,29.95,29.95,24.8,45,24.8,45
1063,AL,2004.0,4.0,"2,140","1,823",87,5.1,21,108,28.33,28.33,26.2,38,26.2,38
1064,AL,2005.0,1.0,"2,120","1,810",87,5.1,36,108,28.66,28.66,26.4,43,26.4,43
1065,AL,2005.0,2.0,"2,136","1,846",87,4.3,37,91,25.94,25.94,28.4,31,28.4,31
1066,AL,2005.0,3.0,"2,149","1,847",88,4.4,33,94,28.87,28.87,30.7,26,30.7,26
1067,AL,2005.0,4.0,"2,157","1,870",88,4,37,87,24.58,24.58,28.3,34,28.3,34
1068,AL,2006.0,1.0,"2,140","1,856",88,4.4,34,93,25.85,25.85,27.7,43,27.7,43
1069,AL,2006.0,2.0,"2,163","1,883",88,3.9,37,84,23.87,23.87,28.6,33,28.6,33
1070,AL,2006.0,3.0,"2,180","1,878",89,4.2,34,91,27.04,27.04,29.9,28,29.9,28
1071,AL,2006.0,4.0,"2,196","1,889",87,3.6,38,80,26.28,26.28,32.9,29,32.9,29
1072,AL,2007.0,1.0,"2,172","1,884",90,4.1,37,89,28.27,28.27,31.7,38,31.7,38
1073,AL,2007.0,2.0,"2,178","1,905",90,3.8,36,82,25.07,25.07,30.7,33,30.7,33
1074,AL,2007.0,3.0,"2,184","1,898",90,4.3,32,93,27.69,27.69,29.7,31,29.7,31
1075,AL,2007.0,4.0,"2,188","1,914",90,4.1,30,90,27.93,27.93,31.2,34,31.2,34
1076,AL,2008.0,1.0,"2,169","1,887",91,5,31,108,30.96,30.96,28.6,43,28.6,43
1077,AL,2008.0,2.0,"2,182","1,903",91,5.1,21,112,31.39,31.39,28.1,39,28.1,39
1078,AL,2008.0,3.0,"2,180","1,882",90,6.3,18,137,35.73,35.73,26.1,44,26.1,45
1079,AL,2008.0,4.0,"2,177","1,864",90,7,16,152,48.23,48.23,31.6,42,31.6,42
1080,AR,2003.0,1.0,"1,269","1,087",61,6,28,77,39.71,39.71,51.8,16,51.8,18
1081,AR,2003.0,2.0,"1,289","1,099",61,5.8,25,75,35.25,35.25,46.9,14,46.9,14
1082,AR,2003.0,3.0,"1,289","1,082",61,5.9,23,76,32.94,32.94,43.6,13,43.6,15
1083,AR,2003.0,4.0,"1,283","1,112",60,5.3,23,69,33.06,33.06,48.2,10,48.2,12
1084,AR,2004.0,1.0,"1,282","1,097",61,6.2,19,80,36.08,36.08,45.2,21,45.2,22
1085,AR,2004.0,2.0,"1,305","1,115",61,5.6,19,73,28.53,28.53,38.9,18,38.9,18
1086,AR,2004.0,3.0,"1,313","1,096",61,5.4,21,71,26.99,26.99,37.9,15,37.9,15
1087,AR,2004.0,4.0,"1,310","1,125",62,5.1,21,67,28.03,28.03,42,11,42,11
1088,AR,2005.0,1.0,"1,311","1,112",63,5.8,19,76,31.62,31.62,41.8,22,41.8,22
1089,AR,2005.0,2.0,"1,340","1,134",62,5.1,24,69,27.09,27.09,39.4,15,39.4,15
1090,AR,2005.0,3.0,"1,347","1,116",62,5.3,16,71,26.34,26.34,36.9,15,36.9,15
1091,AR,2005.0,4.0,"1,337","1,145",63,4.9,20,65,26.1,26.1,40.1,14,40.1,14
1092,AR,2006.0,1.0,"1,332","1,139",63,5.5,14,73,28.6,28.6,39.1,25,39.1,25
1093,AR,2006.0,2.0,"1,355","1,159",65,5.2,11,71,24.67,24.67,34.7,22,34.7,22
1094,AR,2006.0,3.0,"1,354","1,133",66,5.3,11,72,26.44,26.44,36.5,15,36.5,15
1095,AR,2006.0,4.0,"1,345","1,157",66,4.9,10,65,30.98,30.98,47.3,12,47.3,12
1096,AR,2007.0,1.0,"1,340","1,147",66,5.7,10,77,31.87,31.87,41.4,25,41.4,25
1097,AR,2007.0,2.0,"1,357","1,163",67,5.3,9,72,28.06,28.06,38.8,19,38.8,19
1098,AR,2007.0,3.0,"1,359","1,138",67,5.5,8,75,29.09,29.09,38.7,15,38.7,15
1099,AR,2007.0,4.0,"1,348","1,164",68,5,14,67,30.71,30.71,45.7,11,45.7,11
1100,AR,2008.0,1.0,"1,341","1,150",68,5.4,22,73,33.09,33.09,45.4,20,45.4,20
1101,AR,2008.0,2.0,"1,365","1,163",69,5,23,68,30.16,30.16,44.3,11,44.3,11
1102,AR,2008.0,3.0,"1,370","1,138",69,5.4,27,74,31.87,31.87,43,9,43,9
1103,AR,2008.0,4.0,"1,355","1,152",68,5.8,29,79,42.17,42.17,53.4,8,53.4,8
1104,AZ,2003.0,1.0,"2,701","2,217",109,5.9,29,159,43.01,43.01,27.1,52,27.1,52
1105,AZ,2003.0,2.0,"2,722","2,206",109,5.9,21,161,50.36,50.36,31.3,39,31.3,39
1106,AZ,2003.0,3.0,"2,737","2,184",110,6.1,17,168,50.9,50.9,30.4,41,30.4,41
1107,AZ,2003.0,4.0,"2,755","2,281",110,5.2,25,143,39.55,39.56,27.7,47,27.7,47
1108,AZ,2004.0,1.0,"2,766","2,273",110,5.3,38,148,35.95,35.95,24.4,53,24.4,53
1109,AZ,2004.0,2.0,"2,776","2,282",111,5.1,29,142,38.3,38.3,27.1,42,27.1,42
1110,AZ,2004.0,3.0,"2,799","2,273",110,5.1,29,143,39.28,39.28,27.5,35,27.5,35
1111,AZ,2004.0,4.0,"2,813","2,386",110,4.4,31,124,29.94,29.94,24.1,45,24.1,45
1112,AZ,2005.0,1.0,"2,812","2,392",111,4.6,43,129,27.99,27.99,21.8,50,21.8,50
1113,AZ,2005.0,2.0,"2,848","2,418",114,4.6,33,132,30.3,30.3,23,44,23,44
1114,AZ,2005.0,3.0,"2,884","2,420",117,5,26,144,30.75,30.75,21.4,44,21.4,44
1115,AZ,2005.0,4.0,"2,906","2,522",118,4.5,29,130,22.06,22.06,17,52,17,52
1116,AZ,2006.0,1.0,"2,918","2,542",121,4.3,36,127,19.31,19.31,15.3,53,15.3,53
1117,AZ,2006.0,2.0,"2,952","2,552",125,4.3,32,127,23.86,23.86,18.8,51,18.8,51
1118,AZ,2006.0,3.0,"2,994","2,535",128,4.6,25,139,27.98,27.98,20.1,49,20.1,49
1119,AZ,2006.0,4.0,"3,019","2,621",129,3.9,29,118,23.16,23.16,19.6,51,19.6,51
1120,AZ,2007.0,1.0,"3,009","2,601",130,3.8,43,114,21.91,21.91,19.1,52,19.1,52
1121,AZ,2007.0,2.0,"3,004","2,589",132,3.5,41,104,29.08,29.08,27.9,38,27.9,38
1122,AZ,2007.0,3.0,"3,022","2,559",134,3.9,35,116,35.63,35.63,30.6,27,30.6,27
1123,AZ,2007.0,4.0,"3,041","2,632",134,3.9,34,120,30.1,30.1,25.2,45,25.2,45
1124,AZ,2008.0,1.0,"3,047","2,586",134,4.3,38,132,33.09,33.09,25,50,25,50
1125,AZ,2008.0,2.0,"3,074","2,539",135,5,23,154,43.02,43.02,27.8,40,27.8,40
1126,AZ,2008.0,3.0,"3,124","2,481",135,6.6,14,206,51.82,51.82,25.1,46,25.1,46
1127,AZ,2008.0,4.0,"3,139","2,510",135,7.1,14,224,58.3,58.3,26,51,26,51
1128,CA,2003.0,1.0,"17,250","14,368","1,001",7.3,8,"1,252",579.41,579.42,46.3,23,46.3,23
1129,CA,2003.0,2.0,"17,247","14,654","1,016",6.9,9,"1,183",571.85,571.86,48.3,9,48.3,11
1130,CA,2003.0,3.0,"17,285","14,525","1,028",6.9,7,"1,198",524.55,524.56,43.8,12,43.8,14
1131,CA,2003.0,4.0,"17,305","14,666","1,063",6.5,8,"1,128",515.23,515.24,45.7,13,45.7,15
1132,CA,2004.0,1.0,"17,312","14,442","1,033",6.9,9,"1,197",511.86,511.87,42.8,26,42.8,26
1133,CA,2004.0,2.0,"17,296","14,763","1,061",6.2,8,"1,073",453.34,453.34,42.2,11,42.2,11
1134,CA,2004.0,3.0,"17,432","14,722","1,059",6.1,9,"1,056",408.46,408.46,38.7,13,38.7,13
1135,CA,2004.0,4.0,"17,459","14,896","1,077",5.7,12,998,402.79,402.79,40.4,13,40.4,13
1136,CA,2005.0,1.0,"17,411","14,662","1,106",6,17,"1,050",443.14,443.14,42.2,21,42.2,21
1137,CA,2005.0,2.0,"17,482","15,026","1,068",5.3,20,918,390.46,390.46,42.5,10,42.5,10
1138,CA,2005.0,3.0,"17,637","15,028","1,049",5.3,16,926,349.65,349.65,37.7,13,37.7,13
1139,CA,2005.0,4.0,"17,621","15,250","1,075",5,19,883,333.81,333.81,37.8,20,37.8,20
1140,CA,2006.0,1.0,"17,545","15,040","1,098",5.3,18,924,393.17,393.17,42.6,21,42.6,21
1141,CA,2006.0,2.0,"17,578","15,313","1,152",4.7,20,833,361.11,361.11,43.3,9,43.3,9
1142,CA,2006.0,3.0,"17,727","15,257","1,125",4.9,19,876,329.66,329.66,37.6,14,37.6,14
1143,CA,2006.0,4.0,"17,794","15,414","1,146",4.6,15,820,341.43,341.43,41.6,18,41.6,18
1144,CA,2007.0,1.0,"17,786","15,184","1,178",5.3,14,945,410.39,410.39,43.4,22,43.4,22
1145,CA,2007.0,2.0,"17,817","15,461","1,188",5,11,888,377.51,377.51,42.5,13,42.5,13
1146,CA,2007.0,3.0,"18,003","15,396","1,159",5.5,8,985,363.1,363.1,36.9,18,36.9,18
1147,CA,2007.0,4.0,"18,036","15,537","1,182",5.6,8,"1,004",399.49,399.49,39.8,18,39.8,18
1148,CA,2008.0,1.0,"18,012","15,208","1,211",6.4,6,"1,151",492.53,492.53,42.8,25,42.8,25
1149,CA,2008.0,2.0,"18,101","15,435","1,177",6.5,5,"1,176",485.15,485.15,41.2,15,41.2,15
1150,CA,2008.0,3.0,"18,287","15,207","1,182",7.7,6,"1,406",499.97,499.98,35.6,17,35.6,17
1151,CA,2008.0,4.0,"18,321","15,143","1,204",8.5,6,"1,562",587.69,587.71,37.6,32,37.6,32
1152,CO,2003.0,1.0,"2,457","2,045",140,6.4,19,156,48.49,48.49,31.1,48,31.1,48
1153,CO,2003.0,2.0,"2,483","2,065",140,6.3,18,155,44.92,44.92,28.9,46,28.9,46
1154,CO,2003.0,3.0,"2,511","2,077",142,6,21,151,39.11,39.11,25.9,48,25.9,48
1155,CO,2003.0,4.0,"2,511","2,070",144,5.8,14,146,37.18,37.18,25.5,52,25.5,52
1156,CO,2004.0,1.0,"2,508","2,043",143,6.2,19,155,41.06,41.06,26.5,50,26.5,50
1157,CO,2004.0,2.0,"2,526","2,092",143,5.5,22,140,32.1,32.1,22.9,51,22.9,51
1158,CO,2004.0,3.0,"2,563","2,112",145,5.3,23,136,27.95,27.95,20.6,50,20.6,50
1159,CO,2004.0,4.0,"2,560","2,112",146,5.3,18,137,27.39,27.39,20,52,20,52
1160,CO,2005.0,1.0,"2,538","2,090",145,5.7,22,143,31.39,31.39,21.9,49,21.9,49
1161,CO,2005.0,2.0,"2,562","2,134",149,5.2,22,133,26.15,26.15,19.6,48,19.6,48
1162,CO,2005.0,3.0,"2,591","2,160",151,4.8,28,124,22.17,22.17,17.9,51,17.9,51
1163,CO,2005.0,4.0,"2,598","2,164",152,4.6,26,120,23.16,23.16,19.3,50,19.3,50
1164,CO,2006.0,1.0,"2,594","2,145",151,4.7,33,122,27.59,27.59,22.6,49,22.6,49
1165,CO,2006.0,2.0,"2,631","2,191",153,4.4,28,116,23.0,23.0,19.9,48,19.9,48
1166,CO,2006.0,3.0,"2,668","2,210",155,4.2,34,112,20.89,20.89,18.7,50,18.7,50
1167,CO,2006.0,4.0,"2,669","2,213",157,3.7,37,98,23.0,23.0,23.5,47,23.5,47
1168,CO,2007.0,1.0,"2,647","2,191",156,3.9,42,104,27.13,27.13,26.2,45,26.2,45
1169,CO,2007.0,2.0,"2,666","2,243",157,3.5,41,92,22.5,22.5,24.4,46,24.4,46
1170,CO,2007.0,3.0,"2,715","2,263",159,3.6,41,99,21.35,21.35,21.7,49,21.7,49
1171,CO,2007.0,4.0,"2,723","2,266",160,3.8,35,103,22.79,22.79,22.1,50,22.1,50
1172,CO,2008.0,1.0,"2,716","2,237",157,4.6,34,125,30.03,30.03,24,52,24,52
1173,CO,2008.0,2.0,"2,729","2,271",157,4.6,32,124,26.51,26.51,21.3,51,21.3,51
1174,CO,2008.0,3.0,"2,754","2,279",158,4.9,35,134,27.15,27.15,20.2,52,20.2,52
1175,CO,2008.0,4.0,"2,739","2,247",159,5.4,35,147,38.68,38.68,26.2,49,26.2,49
1176,CT,2003.0,1.0,"1,776","1,592",97,5.7,33,102,66.24,66.24,65.2,6,65.2,6
1177,CT,2003.0,2.0,"1,789","1,618",96,5.5,31,99,54.12,54.12,54.8,6,54.8,6
1178,CT,2003.0,3.0,"1,795","1,589",96,5.6,29,101,53.77,53.77,53.5,4,53.5,5
1179,CT,2003.0,4.0,"1,783","1,622",96,5,33,88,47.31,47.31,53.5,9,53.5,9
1180,CT,2004.0,1.0,"1,771","1,585",96,5.7,31,101,58.9,58.9,58.2,9,58.2,9
1181,CT,2004.0,2.0,"1,778","1,623",97,5.1,29,91,43.39,43.39,47.8,8,47.8,8
1182,CT,2004.0,3.0,"1,789","1,602",96,5,30,90,42.17,42.17,46.9,7,46.9,7
1183,CT,2004.0,4.0,"1,772","1,635",97,4.5,29,80,37.68,37.68,47.3,9,47.3,9
1184,CT,2005.0,1.0,"1,762","1,599",98,5.4,30,94,52.18,52.18,55.2,9,55.2,9
1185,CT,2005.0,2.0,"1,793","1,641",98,4.8,28,86,38.81,38.81,45,8,45,8
1186,CT,2005.0,3.0,"1,815","1,615",97,4.8,28,87,39.05,39.05,44.9,6,44.9,6
1187,CT,2005.0,4.0,"1,807","1,643",98,4.3,32,78,35.22,35.22,45.3,9,45.3,9
1188,CT,2006.0,1.0,"1,804","1,625",97,4.9,29,88,49.07,49.07,55.6,9,55.6,9
1189,CT,2006.0,2.0,"1,829","1,664",98,4.4,28,80,36.85,36.85,46.3,7,46.3,7
1190,CT,2006.0,3.0,"1,848","1,646",99,4.5,26,83,39.12,39.12,47,5,47,5
1191,CT,2006.0,4.0,"1,843","1,675",99,3.9,29,72,36.97,36.97,51.6,7,51.6,7
1192,CT,2007.0,1.0,"1,834","1,638",100,4.7,27,87,47.68,47.68,54.8,12,54.8,12
1193,CT,2007.0,2.0,"1,854","1,677",99,4.3,27,79,37.07,37.07,46.6,9,46.6,9
1194,CT,2007.0,3.0,"1,872","1,660",99,4.6,19,85,40.18,40.18,47.1,6,47.1,6
1195,CT,2007.0,4.0,"1,864","1,691",99,4.3,25,80,36.29,36.29,45.4,12,45.4,12
1196,CT,2008.0,1.0,"1,855","1,657",100,5.3,23,99,51.79,51.79,52.5,12,52.5,12
1197,CT,2008.0,2.0,"1,879","1,688",99,5.2,19,98,42.23,42.23,43.2,13,43.2,13
1198,CT,2008.0,3.0,"1,896","1,658",99,6,20,113,48.55,48.56,43,9,43,9
1199,CT,2008.0,4.0,"1,882","1,671",99,6,25,114,54.94,54.94,48.3,12,48.3,12
1200,DC,2003.0,1.0,308,454,27,7.3,8,22,10.84,10.84,48.6,22,48.6,22
1201,DC,2003.0,2.0,309,458,27,7.2,7,22,10.08,10.08,45.4,15,45.4,15
1202,DC,2003.0,3.0,310,460,27,7.6,4,23,10.15,10.15,43.2,14,43.2,16
1203,DC,2003.0,4.0,307,463,27,7.1,5,22,9.37,9.37,43,19,43,19
1204,DC,2004.0,1.0,311,458,27,7.8,5,24,8.95,8.95,37.1,34,37.1,34
1205,DC,2004.0,2.0,312,469,27,7.8,3,24,7.56,7.56,30.9,30,30.9,30
1206,DC,2004.0,3.0,316,469,27,8.6,3,27,8.31,8.31,30.7,26,30.7,26
1207,DC,2004.0,4.0,316,472,27,8.2,3,26,7.28,7.28,28,34,28,34
1208,DC,2005.0,1.0,318,466,28,7.9,4,25,7.52,7.52,29.8,37,29.8,37
1209,DC,2005.0,2.0,318,477,28,7.1,4,23,7.05,7.05,31.2,25,31.2,25
1210,DC,2005.0,3.0,320,475,28,6.7,6,22,7.89,7.89,36.7,17,36.7,17
1211,DC,2005.0,4.0,315,476,28,6.2,7,20,7.55,7.55,38.7,17,38.7,17
1212,DC,2006.0,1.0,317,470,28,6.3,8,20,7.47,7.47,37.5,31,37.5,31
1213,DC,2006.0,2.0,319,478,28,6.1,7,20,6.47,6.47,33.1,25,33.1,26
1214,DC,2006.0,3.0,322,481,28,6.8,5,22,7.58,7.58,34.7,19,34.7,19
1215,DC,2006.0,4.0,323,485,27,6.1,6,20,7.32,7.32,37.2,25,37.2,25
1216,DC,2007.0,1.0,324,480,27,6.2,7,20,7.36,7.36,36.8,30,36.8,30
1217,DC,2007.0,2.0,325,488,28,5.7,6,19,7.07,7.07,38.2,22,38.2,22
1218,DC,2007.0,3.0,328,488,28,6.2,5,20,8.03,8.03,39.4,12,39.4,12
1219,DC,2007.0,4.0,329,493,28,5.8,6,19,8.01,8.01,42.1,15,42.1,15
1220,DC,2008.0,1.0,330,483,28,6.2,7,21,8.13,8.13,39.6,30,39.6,30
1221,DC,2008.0,2.0,334,495,28,6.2,9,21,7.73,7.73,37.6,19,37.6,19
1222,DC,2008.0,3.0,340,495,28,7.3,7,25,9.09,9.09,36.7,16,36.7,16
1223,DC,2008.0,4.0,334,493,28,7.7,9,26,10.2,10.2,39.7,24,39.7,24
1224,DE,2003.0,1.0,412,385,25,5,43,21,12.91,12.91,62.6,8,62.6,8
1225,DE,2003.0,2.0,415,398,26,4.5,44,19,9.59,9.59,51.4,7,51.4,7
1226,DE,2003.0,3.0,417,402,26,4.6,42,19,10.04,10.04,52.7,5,52.7,6
1227,DE,2003.0,4.0,419,402,25,3.8,48,16,9.57,9.57,60,4,60,4
1228,DE,2004.0,1.0,421,394,26,4.6,44,19,11.8,11.8,61,8,61,8
1229,DE,2004.0,2.0,420,406,26,4.2,44,18,8.82,8.82,50.3,7,50.3,7
1230,DE,2004.0,3.0,422,410,26,4.4,37,19,9.6,9.6,51.6,3,51.6,3
1231,DE,2004.0,4.0,422,413,26,4,43,17,7.78,7.78,46,10,46,10
1232,DE,2005.0,1.0,423,400,26,4.9,39,21,10.33,10.33,49.9,12,49.9,12
1233,DE,2005.0,2.0,432,413,26,4.5,34,19,7.81,7.81,40.6,13,40.6,13
1234,DE,2005.0,3.0,437,417,26,4.5,32,20,7.96,7.96,40.1,11,40.1,11
1235,DE,2005.0,4.0,442,419,26,4.2,35,18,7.93,7.93,43,11,43,11
1236,DE,2006.0,1.0,441,408,26,4.4,34,20,9.56,9.56,48.9,14,48.9,14
1237,DE,2006.0,2.0,443,419,27,3.9,37,17,7.45,7.45,43,10,43,10
1238,DE,2006.0,3.0,444,420,27,4,38,18,8.32,8.32,47.1,4,47.1,4
1239,DE,2006.0,4.0,446,421,26,3.2,43,14,7.51,7.51,52.3,6,52.3,6
