,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
324,2006,ID,0.518,0.482,0.42807669044816,252.17,51.0,322.0,523.41,West,205.7,,"1¼ x HQW; not less than the minimum qualifying wages in 1 qtr $1,326",214.29,43.34,273.63,,,,396.99,80.29,506.93,,,
325,2006,IL,0.389,0.345,0.41652972836477,256.3,51.0,350.0,742.39,Midwest,193.0,0.021601015499999997,"$1,600; $1,160 in HQ; $440 outside HQ",223.5,44.47,305.21,224.82,44.74,307.01,375.5,74.72,512.78,314.23,62.53,429.1
326,2006,IN,0.521,0.471,0.33497180744805,301.25,50.0,390.0,640.1,Midwest,193.0,0.022833417749999998,"1¼ x HQW totaling at least $1,650 in last 2 qtrs; not less than $2,750 in BP",262.7,43.6,340.09,256.18,42.52,331.65,441.35,73.25,571.38,377.21,62.61,488.34
327,2006,KS,0.529,0.476,0.26859676792794,293.83,93.0,373.0,617.32,Midwest,193.0,0.027991956,30 x WBA; wages in 2 qtrs,256.23,81.1,325.26,249.73,79.04,317.02,430.48,136.25,546.47,356.66,112.89,452.76
328,2006,KY,0.525,0.486,0.26338806822635,283.51,39.0,365.0,583.8,South,194.7,,1½ x HQW; 8 x WBA in last 2 qtrs; $750 in HQ; $750 outside HQ,243.47,33.49,313.45,,,,431.63,59.38,555.7,,,
329,2006,LA,0.436,0.339,0.31958706752667,200.69,10.0,258.0,592.13,South,194.7,0.026845269975,"$1,200; 1½ x HQW",172.34,8.59,221.56,176.37,8.79,226.73,305.54,15.22,392.79,259.32,12.92,333.37
330,2006,MA,0.47,0.436,0.4911550170155,356.89,29.0,528.0,818.93,Northeast,215.0,0.03944868525,"30 x WBA; $3,000 minimum",297.8,24.2,440.57,304.46,24.74,450.44,520.87,42.32,770.6,440.41,35.79,651.56
331,2006,MD,0.462,0.402,0.27072120177003,275.38,25.0,340.0,685.22,South,194.7,0.03624901575,1½ x HQW; $576.01 in HQ,236.48,21.47,291.98,238.2,21.62,294.09,419.25,38.06,517.63,352.32,31.99,435.0
332,2006,ME,0.49,0.455,0.30166590460254,248.38,54.0,313.0,546.2,Northeast,215.0,,2 x AWW in 2 different BP qtrs; total BP wages = 6 x AWW,207.25,45.06,261.17,,,,362.5,78.81,456.81,,,
333,2006,MI,0.484,0.44,0.4184127075068,288.94,81.0,362.0,656.32,Midwest,193.0,0.03248880775,"1½ x HQW; at least $1,998 in HQ; or wages in 2 or more BP qtrs totaling at least 20 x state AWW",251.96,70.63,315.67,239.21,67.06,299.69,423.32,118.67,530.36,357.12,100.11,447.42
334,2006,MN,0.5,0.469,0.3927532002135,332.88,38.0,515.0,710.32,Midwest,193.0,0.03703817275,"At least $1,000 in HQ; $250 outside HQ",290.28,33.14,449.09,280.96,32.07,434.67,487.7,55.67,754.52,410.32,46.84,634.81
335,2006,MO,0.416,0.357,0.31193273992688,214.15,48.0,270.0,600.47,Midwest,193.0,0.0223484,"1½ x HQW; $1,300 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",186.74,41.86,235.45,184.68,41.39,232.84,313.75,70.32,395.57,265.02,59.4,334.13
336,2006,MS,0.482,0.361,0.27231795942699,182.4,30.0,210.0,505.03,South,194.7,0.039729903250000004,40 x WBA; $780 in HQ; wages in 2 qtrs,156.64,25.76,180.34,151.57,24.93,174.5,277.7,45.67,319.72,242.48,39.88,279.17
337,2006,MT,0.467,0.462,0.4290428373741,242.54,98.0,346.0,525.45,West,205.7,,BPW = 1½ x HQW & total wages > 7% of AAW or BPW > 50% of AAW,206.11,83.28,294.02,,,,381.83,154.28,544.71,,,
338,2006,NC,0.466,0.429,0.32846942762919,259.35,36.0,442.0,604.18,South,194.7,0.0108425301,6 x AWW; wages in 2 qtrs of BP,222.72,30.92,379.57,229.6,31.87,391.3,394.85,54.81,672.93,297.95,41.36,507.79
339,2006,ND,0.471,0.417,0.30501299387796,261.25,43.0,340.0,627.06,Midwest,193.0,,1½ x HQW,227.82,37.5,296.49,,,,382.75,63.0,498.13,,,
340,2006,NE,0.472,0.427,0.35324219284103,227.58,30.0,288.0,532.61,Midwest,193.0,,"$2,500; $800 in each of 2 qtrs; $800 in HQ",198.45,26.16,251.14,,,,333.42,43.95,421.94,,,
341,2006,NH,0.396,0.36,0.26530546144727,260.86,32.0,372.0,724.5,Northeast,215.0,,"$2,800; $1,400 in each of 2 qtrs",217.67,26.7,310.4,,,,380.72,46.7,542.92,,,
342,2006,NJ,0.508,0.461,0.52997733574976,342.33,73.0,521.0,742.78,Northeast,215.0,0.0357356695,"20 weeks employment at 20 x state hrly min wage or 1,000 x state hrly min wage",285.65,60.91,434.73,292.17,62.3,444.66,499.62,106.54,760.38,443.06,94.48,674.31
343,2006,NM,0.512,0.448,0.27008780176793,231.15,62.0,312.0,516.01,West,205.7,,"$1,547.77 in HQW and wages in at least 1 other qtr",196.43,52.69,265.13,,,,363.9,97.61,491.18,,,
344,2006,NV,0.497,0.424,0.35897902104594,290.46,16.0,346.0,685.18,West,205.7,,1½ x HQW; or wages in 3 of 4 qtrs of BP,246.83,13.6,294.02,,,,457.27,25.19,544.71,,,
345,2006,NY,0.423,0.362,0.41410413077739,296.33,40.0,405.0,817.7,Northeast,215.0,0.02253557155,"1½ x HQW; $1,600 in HQ",247.26,33.38,337.94,250.08,33.76,341.78,432.48,58.38,591.09,359.56,48.53,491.41
346,2006,OH,0.441,0.415,0.30581505659579,264.19,96.0,343.0,635.98,Midwest,193.0,0.03420692375,20 weeks employment with wages averaging 27.5% of state AWW; wages in 2 qtrs,230.38,83.71,299.1,230.04,83.59,298.67,387.06,140.65,502.52,334.34,121.49,434.07
347,2006,OK,0.503,0.46,0.21611285093499,240.9,16.0,317.0,524.25,South,194.7,0.020501272148999997,"$1,500 and 1½ x HQW",206.87,13.74,272.23,198.08,13.16,260.66,366.76,24.36,482.62,297.97,19.79,392.1
348,2006,OR,0.472,0.442,0.40422613139997,276.23,101.0,434.0,625.32,West,205.7,0.035964369999999996,6 x WBA since prior initial claim and total base year earnings > 1½ x HQW; or 500 hours of employment in BP,234.74,85.83,368.81,232.57,85.04,365.41,434.87,159.0,683.25,368.02,134.56,578.22
349,2006,PA,0.532,0.464,0.55351311100496,311.67,35.0,497.0,671.29,Northeast,215.0,0.027748529249999997,"$800 in HQ; $1,320 in BP; at least 20% of BPW outside HQ; 16 credit weeks in BP",260.06,29.2,414.71,267.56,30.05,426.66,454.87,51.08,725.36,390.03,43.8,621.95
350,2006,PR,0.361,0.334,0.26967030683498,110.88,7.0,133.0,331.81,Northeast,215.0,,40 x WBA; $280 minimum; $75 in 1 qtr; wages in 2 qtrs,92.52,5.84,110.98,,,,161.83,10.22,194.11,,,
351,2006,RI,0.492,0.448,0.40232096876336,340.45,62.0,477.0,760.13,Northeast,215.0,,"1½ x HQW; 200 x minimum hourly wage in 1 qtr and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",284.08,51.73,398.02,,,,496.88,90.49,696.17,,,
352,2006,SC,0.48,0.436,0.25110801089628,225.05,20.0,303.0,516.41,South,194.7,0.0319732045,1½ x HQW; $900 minimum; $540 in HQ,193.26,17.18,260.2,194.92,17.32,262.43,342.63,30.45,461.3,266.64,23.7,358.99
353,2006,SD,0.487,0.446,0.17149504500868,229.31,28.0,266.0,514.0,Midwest,193.0,,$728 in HQ; 20 x WBA outside HQ,199.96,24.42,231.96,,,,335.96,41.02,389.71,,,
354,2006,TN,0.405,0.33,0.25387299966811,217.81,30.0,275.0,659.59,South,194.7,0.03614972225,40 x WBA; $780.01 in highest 2 qtrs; BP wages outside HQW > the lesser of 6 x WBA or $900,187.05,25.76,236.16,186.78,25.73,235.82,331.61,45.67,418.68,284.0,39.12,358.57
355,2006,TX,0.439,0.376,0.18599678765827,276.84,55.0,336.0,736.25,South,194.7,0.029085164249999997,37 x WBA; wages in at least 2 qtrs,237.74,47.23,288.54,236.74,47.03,287.33,421.48,83.74,511.54,342.19,67.98,415.31
356,2006,UT,0.487,0.449,0.21472170504117,280.2,25.0,383.0,623.9,West,205.7,0.027173840999999997,"$2,600 and 1) 1½ x HQW or 2) $130 for 20 weeks",238.11,21.24,325.47,257.08,22.94,351.39,441.12,39.36,602.96,348.65,31.11,476.56
357,2006,VA,0.418,0.356,0.23162766262474,258.98,54.0,330.0,727.62,South,194.7,0.03098852575,"$2,700 in highest 2 qtrs of BP",222.4,46.37,283.39,223.79,46.66,285.16,394.29,82.21,502.41,316.52,66.0,403.32
358,2006,VT,0.485,0.455,0.49171635845098,272.89,57.0,385.0,600.33,Northeast,215.0,,"$1,844 HQW + BP wages > 40% HQW",227.7,47.56,321.25,,,,398.27,83.19,561.9,,,
359,2006,WA,0.488,0.452,0.31372010386485,327.33,112.0,496.0,724.28,West,205.7,0.04051922749999999,680 hours; wages in 2-3 qtrs,278.16,95.18,421.49,279.25,95.55,423.14,515.32,176.32,780.85,420.02,143.71,636.45
360,2006,WI,0.474,0.433,0.50043243831869,257.74,51.0,341.0,594.81,Midwest,193.0,0.0294057515,30 x WBA and 4 x WBA outside HQ,224.75,44.47,297.36,217.06,42.95,287.17,377.61,74.72,499.59,314.72,62.28,416.39
361,2006,WV,0.432,0.416,0.310684504027,238.39,24.0,380.0,572.94,South,194.7,,"$2,200 and wages in 2 qtrs",204.72,20.61,326.33,,,,362.94,36.54,578.53,,,
362,2006,WY,0.493,0.464,0.2688182646202,259.02,24.0,330.0,558.84,West,205.7,,1.4 x HQW; at least 8% of statewide AAW,220.11,20.39,280.43,,,,407.78,37.78,519.52,,,
363,2007,AK,0.305,0.264,0.47908050534138,177.67,44.0,248.0,674.02,West,212.23,0.026732335,"$1,000; wages in 2 qtrs",146.34,36.24,204.26,146.64,36.31,204.68,271.1,67.14,378.41,222.83,55.18,311.04
364,2007,AL,0.41,0.366,0.315676534697,190.95,45.0,230.0,521.35,South,200.361,0.0233164885,1½ x HQW; qualify for at least minimum WBA,159.35,37.55,191.93,160.92,37.92,193.83,282.5,66.57,340.27,234.57,55.28,282.54
365,2007,AR,0.537,0.516,0.40892920995652,260.47,71.0,395.0,504.69,South,200.361,0.021525590499999997,27 x WBA; wages in 2 qtrs,217.36,59.25,329.63,224.0,61.06,339.69,385.35,105.04,584.38,290.9,79.3,441.15
366,2007,AZ,0.443,0.365,0.26508566503552,215.13,60.0,240.0,588.65,West,212.23,,"1½ x HQW; $1,500 in 1 qtr or wages in 2 qtrs; wages in 1 qtr sufficient to qualify for maximum WBA, and BP wages ≥ taxable wage base",177.19,49.42,197.67,,,,328.26,91.55,366.21,,,
367,2007,CA,0.49,0.412,0.39162306519665,308.7,40.0,450.0,748.47,West,212.23,0.0214780895,"$1,300 in HQ, or $900 in HQ with BP wages = 1¼ x HQ",254.26,32.95,370.64,248.98,32.26,362.95,471.03,61.03,686.64,375.65,48.68,547.59
368,2007,CO,0.491,0.435,0.23057634703749,337.14,25.0,435.0,775.0,West,212.23,0.02455331375,"40 x WBA or $2,500, whichever is greater",277.68,20.59,358.28,264.2,19.59,340.89,514.43,38.15,663.75,425.38,31.54,548.85
369,2007,CT,0.363,0.337,0.46815044558569,300.12,15.0,483.0,889.83,Northeast,220.512,0.01480045275,40 x WBA; wages in 2 qtrs,244.17,12.2,392.95,257.07,12.85,413.72,427.07,21.34,687.3,345.63,17.27,556.24
370,2007,DC,0.442,0.371,0.22492085047253,288.45,50.0,359.0,776.65,South,200.361,0.03312682075,"1½ x HQW or within $70; not less than $1,950 in 2 qtrs; $1,300 in 1 qtr",240.71,41.72,299.58,241.31,41.83,300.33,426.74,73.97,531.12,349.28,60.54,434.7
371,2007,DE,0.444,0.397,0.53769763392612,253.24,20.0,330.0,637.8,South,200.361,,36 x WBA,211.33,16.69,275.38,,,,374.65,29.59,488.22,,,
372,2007,FL,0.375,0.311,0.36798155672388,239.13,32.0,275.0,768.94,South,200.361,0.018134761750000002,"1½ x HQW; minimum $3,400; wages in 2 qtrs",199.55,26.7,229.49,197.83,26.47,227.51,353.78,47.34,406.85,289.33,38.72,332.73
373,2007,GA,0.492,0.434,0.24006966397789,266.62,42.0,320.0,614.08,South,200.361,0.01539052225,wages in 2 qtrs & 150% x HQW or HQW divided by 22 for WBA w/ total earnings at least 40 x WBA,222.49,35.05,267.04,227.44,35.83,272.98,394.45,62.14,473.42,315.11,49.64,378.19
374,2007,HI,0.567,0.498,0.38894383824994,387.67,5.0,475.0,778.77,West,212.23,0.032532993,"26 x WBA; wages in 2 qtrs ($9,975 in HQ for maximum & $12,350 in BP)",319.3,4.12,391.23,333.26,4.3,408.34,591.53,7.63,724.79,477.08,6.15,584.55
375,2007,IA,0.529,0.487,0.40020413580896,279.19,50.0,334.0,572.77,Midwest,198.123,,1¼ x HQW; 3.5% of the statewide AAW in HQ; ½ HQW in qtr not the HQ,237.16,42.47,283.72,,,,398.46,71.36,476.68,,,
376,2007,ID,0.493,0.458,0.53466034658822,256.18,51.0,338.0,559.68,West,212.23,,"1¼ x HQW; not less than the minimum qualifying wages in 1 qtr $1,326",211.0,42.01,278.39,,,,390.9,77.82,515.74,,,
377,2007,IL,0.407,0.364,0.3905218150223,268.98,51.0,367.0,739.29,Midwest,198.123,0.038152939,"$1,600; $440 outside HQ",228.49,43.32,311.76,230.95,43.79,315.11,383.89,72.79,523.78,322.8,61.2,440.43
378,2007,IN,0.546,0.503,0.37635912995245,306.45,50.0,390.0,609.64,Midwest,198.123,0.028019295,"1¼ x HQW totaling at least $1,650 in last 2 qtrs; not less than $2,750 in BP",260.32,42.47,331.29,254.78,41.57,324.24,437.36,71.36,556.61,375.16,61.21,477.44
379,2007,KS,0.522,0.416,0.27820301694506,304.65,96.0,386.0,732.67,Midwest,198.123,0.02286800425,30 x WBA; wages in 2 qtrs,258.79,81.55,327.9,251.87,79.37,319.13,434.79,137.01,550.9,359.73,113.36,455.79
380,2007,KY,0.538,0.511,0.2830522646399,296.91,39.0,401.0,580.5,South,200.361,,1½ x HQW; 8 x WBA in last 2 qtrs; $750 in HQ; $750 outside HQ,247.77,32.55,334.63,,,,439.26,57.7,593.26,,,
381,2007,LA,0.414,0.255,0.24612940618193,207.71,10.0,258.0,814.31,South,200.361,0.014129943,"$1,200; 1½ x HQW",173.33,8.34,215.3,177.77,8.56,220.81,307.29,14.79,381.7,261.37,12.58,324.65
382,2007,MA,0.467,0.432,0.52513043863683,366.93,31.0,575.0,849.34,Northeast,220.512,0.0208509085,"30 x WBA; $3,000 minimum",298.52,25.22,467.8,301.15,25.44,471.92,522.14,44.11,818.22,435.61,36.8,682.63
383,2007,MD,0.453,0.393,0.33075170268312,279.18,25.0,340.0,711.14,South,200.361,0.0388654325,1½ x HQW; $576.01 in HQ,232.97,20.86,283.73,233.04,20.87,283.81,413.03,36.99,503.01,344.69,30.87,419.78
384,2007,ME,0.464,0.431,0.31914336667016,256.24,56.0,320.0,594.69,Northeast,220.512,,2 x AWW in 2 different BP qtrs; total BP wages = 6 x AWW,208.47,45.56,260.34,,,,364.63,79.69,455.36,,,
385,2007,MI,0.49,0.443,0.39724156321599,292.37,110.0,362.0,660.51,Midwest,198.123,0.00586298397,"1½ x HQW; at least $1,998 in HQ ($2,697 effec 4/1/07); or wages in 2 or more BP qtrs totaling at least 20 x state AWW",248.36,93.44,307.51,234.43,88.2,290.26,417.27,156.99,516.64,349.99,131.68,433.34
386,2007,MN,0.482,0.447,0.38516548838944,340.18,38.0,521.0,760.2,Midwest,198.123,0.0317134125,"At least $1,000 in HQ; $250 outside HQ",288.97,32.28,442.58,276.86,30.93,424.03,485.5,54.23,743.57,404.34,45.17,619.27
387,2007,MO,0.427,0.354,0.30202689793678,227.3,56.0,280.0,642.77,Midwest,198.123,0.021227400000000004,"1½ x HQW; $1,400 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",193.09,47.57,237.85,191.73,47.24,236.19,324.4,79.92,399.61,275.14,67.79,338.93
388,2007,MS,0.437,0.318,0.24569786548892,178.56,30.0,210.0,561.73,South,200.361,0.033581190250000004,40 x WBA; $780 in HQ; wages in 2 qtrs,149.01,25.03,175.24,142.71,23.98,167.83,264.17,44.38,310.68,228.3,38.36,268.5
389,2007,MT,0.453,0.435,0.42694257331171,253.02,103.0,362.0,581.08,West,212.23,,BPW = 1½ x HQW & total wages > 7% of AAW or BPW > 50% of AAW,208.4,84.83,298.16,,,,386.07,157.16,552.36,,,
390,2007,NC,0.489,0.46,0.33523277241594,264.53,39.0,457.0,575.22,South,200.361,0.022821026825,6 x AWW; wages in 2 qtrs of BP,220.75,32.55,381.36,231.67,34.16,400.24,391.36,57.7,676.1,300.64,44.32,519.39
391,2007,ND,0.476,0.456,0.31420435991313,272.58,43.0,351.0,597.82,Midwest,198.123,,1½ x HQW; wages in 2 qtrs,231.55,36.53,298.16,,,,389.02,61.37,500.95,,,
392,2007,NE,0.47,0.441,0.33996955667041,228.82,30.0,288.0,518.33,Midwest,198.123,,"$2,592; $800 in each of 2 qtrs; $800 in HQ",194.38,25.48,244.65,,,,326.57,42.82,411.03,,,
393,2007,NH,0.415,0.37,0.29007338721711,265.65,32.0,372.0,717.85,Northeast,220.512,,"$2,800; $1,400 in each of 2 qtrs",216.12,26.03,302.64,,,,378.02,45.54,529.35,,,
394,2007,NJ,0.512,0.462,0.6078529018427,358.77,73.0,536.0,777.06,Northeast,220.512,0.020261612499999998,"20 weeks employment at 20 x state hourly minimum wage or 1,000 x state hourly minimun wage",291.88,59.39,436.07,295.64,60.15,441.68,510.53,103.88,762.72,448.32,91.22,669.78
395,2007,NM,0.492,0.431,0.34480161462331,252.88,65.0,326.0,586.4,West,212.23,,"$1,615.27 in HQW and wages in at least 1 other qtr",208.28,53.54,268.5,,,,385.86,99.18,497.43,,,
396,2007,NV,0.514,0.455,0.40471370559039,301.98,16.0,362.0,663.38,West,212.23,,1½ x HQW; or wages in 3 of 4 qtrs of BP,248.72,13.18,298.16,,,,460.78,24.41,552.36,,,
397,2007,NY,0.438,0.367,0.41194303871013,296.37,40.0,405.0,806.63,Northeast,220.512,0.0228152135,"1½ x HQW; $1,600 in HQ",241.12,32.54,329.49,244.6,33.01,334.25,421.73,56.92,576.31,351.68,47.46,480.58
398,2007,OH,0.435,0.402,0.2920749507487,266.52,100.0,355.0,663.27,Midwest,198.123,0.027309150249999997,20 weeks employment with wages averaging 27.5% of state AWW; wages in 2 qtrs,226.4,84.95,301.56,224.4,84.19,298.89,380.38,142.72,506.65,326.13,122.37,434.4
399,2007,OK,0.517,0.471,0.21101677422133,255.75,16.0,342.0,543.26,South,200.361,0.01065907715,"$1,500 and 1½ x HQW",213.42,13.35,285.4,206.07,12.89,275.57,378.37,23.67,505.97,309.98,19.39,414.52
400,2007,OR,0.491,0.457,0.44320300482212,294.81,104.0,445.0,645.79,West,212.23,0.035258437249999997,6 x WBA since prior initial claim and total base year earnings > 1½ x HQW; or 500 hours of employment in BP,242.82,85.66,366.52,239.6,84.52,361.66,449.84,158.69,679.01,379.14,133.75,572.29
401,2007,PA,0.554,0.467,0.5680564861001,323.89,35.0,520.0,693.26,Northeast,220.512,0.03212856175,"$800 in HQ; $1,320 in BP; at least 20% of BPW outside HQ; 16 credit weeks in BP",263.5,28.47,423.05,270.54,29.24,434.35,460.89,49.8,739.95,394.38,42.62,633.17
402,2007,PR,0.341,0.31,0.26262744538197,110.38,7.0,133.0,356.13,Northeast,220.512,,40 x WBA; $280 minimum; $75 in 1 qtr; wages in 2 qtrs,89.8,5.69,108.2,,,,157.07,9.96,189.26,,,
403,2007,RI,0.486,0.443,0.46183620017719,350.29,65.0,492.0,790.23,Northeast,220.512,,"1½ x HQW. 200 x minimum hourly wage in 1 qtr and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",284.98,52.88,400.27,,,,498.46,92.49,700.11,,,
404,2007,SC,0.475,0.428,0.29567413442914,228.22,20.0,303.0,533.15,South,200.361,0.046976316750000004,1½ x HQW; $900 minimum; $540 in HQ,190.45,16.69,252.85,191.54,16.79,254.3,337.64,29.59,448.27,262.01,22.96,347.87
405,2007,SD,0.471,0.444,0.17038723171018,240.71,28.0,274.0,542.59,Midwest,198.123,,$728 in HQ; 20 x WBA outside HQ,204.48,23.79,232.76,,,,343.54,39.96,391.05,,,
406,2007,TN,0.397,0.366,0.28942983422878,221.95,30.0,275.0,606.26,South,200.361,0.015040056800000002,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,185.22,25.03,229.49,183.69,24.83,227.59,328.36,44.38,406.85,279.3,37.75,346.06
407,2007,TX,0.49,0.418,0.18790327535761,293.0,56.0,364.0,700.93,South,200.361,0.026231295499999998,37 x WBA; wages in at least 2 qtrs,244.51,46.73,303.76,243.47,46.53,302.47,433.48,82.85,538.52,351.92,67.26,437.2
408,2007,UT,0.49,0.458,0.2271404591736,299.45,26.0,406.0,654.02,West,212.23,0.011689200775000002,"$2,800 and 1) 1½ x HQW or 2) $140 for 20 weeks",246.64,21.41,334.4,267.47,23.22,362.64,456.92,39.67,619.5,362.74,31.5,491.81
409,2007,VA,0.449,0.398,0.24149031280745,273.83,54.0,347.0,687.9,South,200.361,0.03295146125,"$2,700 in highest 2 qtrs of BP",228.51,45.06,289.57,229.51,45.26,290.83,405.11,79.89,513.37,324.61,64.01,411.35
410,2007,VT,0.511,0.486,0.47333106446088,282.11,59.0,394.0,580.32,Northeast,220.512,,"$1,912 HQW + BP wages > 40% HQW",229.51,48.0,320.54,,,,401.44,83.96,560.66,,,
411,2007,WA,0.481,0.44,0.31397979764573,335.13,116.0,496.0,761.64,West,212.23,0.038107726,680 hours; wages in 2-3 qtrs,276.02,95.54,408.52,274.77,95.11,406.66,511.36,177.0,756.83,413.28,143.05,611.66
412,2007,WI,0.476,0.444,0.51023747260697,273.11,53.0,355.0,615.26,Midwest,198.123,0.0245168375,30 x WBA and 4 x WBA outside HQ,232.0,45.02,301.56,223.43,43.36,290.42,389.78,75.64,506.65,323.97,62.87,421.11
413,2007,WV,0.442,0.423,0.34583678939251,242.63,24.0,391.0,574.23,South,200.361,,"$2,200 and wages in 2 qtrs",202.47,20.03,326.29,,,,358.96,35.51,578.46,,,
414,2007,WY,0.505,0.47,0.31390407915791,282.83,25.0,349.0,602.3,West,212.23,,1.4 x HQW; at least 8% of statewide AAW,232.95,20.59,287.45,,,,431.56,38.15,532.53,,,
415,2008,AK,0.306,0.271,0.47766806632849,185.2,44.0,248.0,683.41,West,219.646,0.03360289025,"$1,000; wages in 2 qtrs",147.39,35.02,197.36,148.87,35.37,199.35,273.05,64.87,365.64,226.23,53.75,302.94
416,2008,AL,0.425,0.395,0.29373475471789,199.98,45.0,235.0,506.91,South,208.681,0.04474919275000001,1½ x HQW; qualify for at least minimum WBA,160.23,36.06,188.29,164.69,37.06,193.53,284.06,63.92,333.81,240.06,54.02,282.1
417,2008,AR,0.528,0.508,0.46667269271868,268.7,73.0,409.0,528.97,South,208.681,0.028412935999999996,27 x WBA; wages in 2 qtrs,215.29,58.49,327.7,226.2,61.45,344.31,381.68,103.69,580.97,293.77,79.81,447.16
418,2008,AZ,0.426,0.368,0.26588578864302,219.5,60.0,240.0,596.56,West,219.646,,"1½ x HQW; $1,500 in 1 qtr or wages in 2 qtrs; wages in 1 qtr sufficient to qualify for maximum WBA, and BP wages ≥ taxable wage base",174.68,47.75,191.0,,,,323.62,88.46,353.84,,,
419,2008,CA,0.48,0.419,0.37999242647157,315.07,40.0,450.0,751.39,West,219.646,0.03083290325,"$1,300 in HQ, or $900 in HQ with BP wages = 1¼ x HQ",250.74,31.83,358.12,248.78,31.58,355.32,464.52,58.97,663.46,375.34,47.65,536.08
420,2008,CO,0.498,0.333,0.22707992264168,347.3,25.0,413.0,1042.77,West,219.646,0.045222426,"40 x WBA or $2,500, whichever is greater",276.39,19.9,328.68,265.64,19.12,315.89,512.04,36.86,608.9,427.69,30.79,508.6
421,2008,CT,0.396,0.368,0.44914881670307,310.64,15.0,501.0,844.87,Northeast,229.306,0.0298011315,40 x WBR,243.03,11.74,391.96,262.2,12.66,422.88,425.08,20.53,685.58,352.53,17.02,568.56
422,2008,DC,0.42,0.335,0.22403577070181,297.13,50.0,359.0,886.8,South,208.681,0.040312089249999995,"1½ x HQW or within $70; not less than $1,950 in 2 qtrs; $1,300 in 1 qtr",238.07,40.06,287.64,240.6,40.49,290.7,422.06,71.02,509.94,348.25,58.6,420.77
423,2008,DE,0.431,0.379,0.46225074906633,259.0,20.0,330.0,684.24,South,208.681,,36 x WBA,207.52,16.02,264.4,,,,367.9,28.41,468.75,,,
424,2008,FL,0.351,0.299,0.34129885432331,239.55,32.0,275.0,801.29,South,208.681,0.036738867749999994,"1½ x HQW; minimum $3,400; wages in 2 qtrs",191.93,25.64,220.34,194.65,26.0,223.45,340.27,45.45,390.63,284.68,38.03,326.81
425,2008,GA,0.486,0.427,0.25580409257397,271.7,44.0,320.0,636.55,South,208.681,0.032019422750000005,wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings at least 40 x WBA,217.69,35.25,256.39,228.27,36.97,268.84,385.94,62.5,454.55,316.24,51.21,372.46
426,2008,HI,0.559,0.484,0.45415127202252,416.42,5.0,523.0,859.98,West,219.646,0.05360196825,"26 x WBA; wages in 2 qtrs ($10,983 in HQ for maximum & $13,598 in BP)",331.4,3.98,416.22,346.7,4.16,435.44,613.95,7.37,771.08,496.31,5.96,623.34
427,2008,IA,0.538,0.497,0.41951048976113,290.05,51.0,347.0,584.06,Midwest,205.382,,1¼ x HQW; 3.5% of the statewide AAW in HQ; ½ HQW in qtr not the HQ,237.68,41.79,284.35,,,,399.33,70.21,477.73,,,
428,2008,ID,0.494,0.463,0.50567921224049,275.49,58.0,364.0,595.08,West,219.646,,"1¼ x HQW; not less than the minimum qualifying wages in 1 qtr $1,508",219.24,46.16,289.68,,,,406.17,85.51,536.66,,,
429,2008,IL,0.395,0.34,0.3721219795743,271.84,51.0,369.0,800.24,Midwest,205.382,0.03457715025,"$1,600; $440 outside HQ",222.76,41.79,302.38,224.83,42.18,305.19,374.26,70.21,508.02,314.24,58.96,426.56
430,2008,IN,0.538,0.492,0.3871855253792,314.7,50.0,390.0,639.11,Midwest,205.382,0.0445811385,"1¼ x HQW totaling at least $1,650 in last 2 qtrs; not less than $2,750 in BP",257.88,40.97,319.58,254.51,40.44,315.4,433.26,68.84,536.93,374.76,59.54,464.43
431,2008,KS,0.518,0.459,0.3220214425838,315.73,101.0,407.0,688.32,Midwest,205.382,0.041892707,30 x WBA; wages in 2 qtrs,258.72,82.76,333.52,255.2,81.64,328.97,434.68,139.05,560.34,364.48,116.59,469.84
432,2008,KY,0.537,0.511,0.30220359719654,312.94,39.0,415.0,611.97,South,208.681,,1½ x HQW; 8 x WBA in last 2 qtrs; $750 in HQ; $750 outside HQ,250.73,31.25,332.51,,,,444.52,55.4,589.49,,,
433,2008,LA,0.42,0.378,0.27244158895819,213.2,10.0,258.0,563.6,South,208.681,0.038246159249999995,"$1,200; 1½ x HQW",170.82,8.01,206.72,179.92,8.44,217.73,302.84,14.2,366.48,264.54,12.41,320.13
