,Unnamed: 0,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
176,176,2003,ME,0.499,0.437,0.37066602199049,233.28,49.0,283.0,534.42,Northeast,193.5,,2 x annual AWW in each of 2 quarters and 6 x annual AWW in BP,216.28,45.43,262.38,,,,378.29,79.46,458.92,,,
178,178,2003,MN,0.48,0.44,0.43788376261095,323.33,38.0,467.0,734.1,Midwest,178.3,0.0236719265,"At least $1,000 in HQ; $250 outside HQ",305.2,35.87,440.81,297.38,34.95,429.52,512.76,60.26,740.6,434.31,51.04,627.3
181,181,2003,MT,0.45,0.415,0.44561487814448,221.26,70.0,297.0,533.78,West,188.6,,1 ½ x HQW; minimum 7% of AAW in BP; or 50% of AAW,205.07,64.88,275.27,,,,379.91,120.19,509.96,,,
182,182,2003,NC,0.538,0.513,0.3661089206931,275.72,34.0,408.0,537.47,South,177.3,0.0212398863999999,6 x AWW; wages in 2 quarters of BP,260.01,32.06,384.76,258.81,31.91,382.98,460.97,56.84,682.12,335.86,41.42,497.0
183,183,2003,ND,0.46,0.423,0.3719823501619,232.73,43.0,290.0,550.73,Midwest,178.3,,1 ½ x HQW,219.68,40.59,273.74,,,,369.08,68.19,459.9,,,
186,186,2003,NJ,0.51,0.448,0.52371910549857,335.26,61.0,475.0,747.52,Northeast,193.5,0.01886672575,20 weeks employment at 20% of AWW; or 12 x AWW,310.83,56.56,440.39,317.42,57.75,449.73,543.67,98.92,770.28,481.36,87.58,681.99
187,187,2003,NM,0.494,0.439,0.28495584322094,215.19,52.0,277.0,490.69,West,188.6,,"$1,372.80 in HQW and wages in at least 1 other quarter",199.44,48.2,256.73,,,,369.49,89.29,475.62,,,
188,188,2003,NV,0.485,0.41,0.45919737464205,255.61,16.0,309.0,623.21,West,188.6,,1 ½ x HQW; or wages in 3 of 4 quarters in BP,236.91,14.83,286.39,,,,438.89,27.47,530.57,,,
190,190,2003,OH,0.425,0.38,0.35416738459313,248.1,88.0,315.0,652.33,Midwest,178.3,0.02669827575,20 weeks employment with wages averaging 27.5 % of state AWW,234.19,83.06,297.33,234.76,83.27,298.06,393.45,139.56,499.55,341.19,121.02,433.19
191,191,2003,OK,0.498,0.437,0.31190611725041,233.13,16.0,303.0,533.63,South,177.3,0.0277663724999999,"Not < $1,500; 1 ½ x HQW; or 100% taxable wages",219.85,15.09,285.74,211.64,14.53,275.07,389.76,26.75,506.58,318.36,21.85,413.77
192,192,2003,OR,0.464,0.427,0.46356499736451,265.61,93.0,405.0,622.28,West,188.6,0.0305759755,"$1,000 or more; 1 ½ x HQW; or 500 hrs of employment",246.18,86.2,375.37,243.15,85.14,370.75,456.06,159.68,695.4,384.76,134.72,586.67
193,193,2003,PA,0.529,0.489,0.6159715619689,300.24,35.0,451.0,613.85,Northeast,193.5,0.022735178,"$800 in HQ; $1,320 in BP; at least 20% of BPW outside HQ",278.36,32.45,418.14,279.22,32.55,419.42,486.88,56.76,731.36,407.02,47.45,611.4
194,194,2003,PR,0.439,0.404,0.29104250313597,112.33,7.0,133.0,278.05,Northeast,193.5,,40 x WBA; $280 minimum; $75 in 1 quarter; wages in 2 quarters,104.14,6.49,123.31,,,,182.16,11.35,215.68,,,
195,195,2003,RI,0.557,0.493,0.46298004119914,311.34,56.0,427.0,631.47,Northeast,193.5,,"1 ½ x HQW; 200 x minimum hourly wage in 1 quarter and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",288.65,51.92,395.89,,,,504.88,90.81,692.44,,,
196,196,2003,SC,0.481,0.441,0.33768271541296,212.89,20.0,278.0,482.69,South,177.3,0.02394367175,1 ½ x HQW; $900 minimum; $540 in HQ,200.76,18.86,262.16,196.98,18.51,257.23,355.92,33.44,464.78,269.46,25.31,351.87
197,197,2003,SD,0.49,0.449,0.23722605184652,212.55,28.0,241.0,473.63,Midwest,178.3,,$728 in HQ; 20 x WBA outside HQ,200.63,26.43,227.48,,,,337.08,44.4,382.19,,,
199,199,2003,TX,0.509,0.432,0.27062419385722,265.31,53.0,328.0,614.82,South,177.3,0.031517691,37 x WBA; wages in at least 2 quarters,250.2,49.98,309.32,247.83,49.51,306.39,443.56,88.61,548.37,358.22,71.56,442.86
200,200,2003,UT,0.487,0.443,0.27521442323004,277.62,23.0,365.0,627.36,West,188.6,-0.0015216097749999,"$2,400 or $120 for 20 weeks",257.31,21.32,338.29,263.01,21.79,345.8,476.69,39.49,626.72,356.7,29.55,468.97
202,202,2003,VT,0.5,0.463,0.55368916970291,257.56,1.0,351.0,556.79,Northeast,193.5,,"$1,707 in a quarter; minimum 40% HQW",238.79,0.93,325.42,,,,417.67,1.62,569.19,,,
203,203,2003,WA,0.508,0.482,0.45287664027687,327.55,107.0,496.0,680.15,West,188.6,0.01775173075,680 hours,303.58,99.17,459.71,298.43,97.49,451.9,562.42,183.72,851.65,448.86,146.63,679.7
205,205,2003,WV,0.434,0.409,0.36771519421521,229.59,24.0,351.0,562.0,South,177.3,,"$2,200 and wages in 2 quarters",216.51,22.63,331.01,,,,383.84,40.12,586.83,,,
206,206,2003,WY,0.502,0.468,0.34501393943078,245.97,21.0,296.0,525.48,West,188.6,,1.4 x HQW; minimum 8% of state AAW,227.97,19.46,274.34,,,,422.34,36.06,508.24,,,
209,209,2004,AR,0.518,0.494,0.40765475221172,233.28,63.0,345.0,471.96,South,181.8,0.0196087218249999,27 x WBA; wages in 2 quarters,214.55,57.94,317.29,215.41,58.17,318.58,380.36,102.72,562.52,279.76,75.55,413.73
212,212,2004,CO,0.474,0.412,0.22089945977732,306.22,25.0,398.0,743.34,West,193.0,0.021643033,"40 x WBA or $2,500, whichever is greater",277.34,22.64,360.47,263.58,21.52,342.58,513.81,41.95,667.8,424.38,34.65,551.58
213,213,2004,CT,0.44,0.4,0.48368309113513,281.03,15.0,429.0,701.99,Northeast,200.2,0.0132893446,40 x WBA,251.83,13.44,384.43,259.05,13.83,395.45,440.48,23.51,672.4,348.29,18.59,531.67
214,214,2004,DC,0.414,0.319,0.22059305408653,260.69,50.0,309.0,816.18,South,181.8,0.0240246425,"1 ½ x HQW or within $70; not less than $1,950 in 2 quarters; $1,300 in 1 quarter",239.75,45.98,284.18,237.01,45.46,280.93,425.05,81.52,503.82,343.06,65.8,406.63
218,218,2004,HI,0.55,0.444,0.4080753139672,330.13,5.0,417.0,743.55,West,193.0,0.033041542,"26 x WBA; wages in 2 quarters ($8,757 in HQ for maximum & $10,842 in BP)",299.0,4.53,377.68,313.55,4.75,396.06,553.92,8.39,699.68,448.86,6.8,566.97
219,219,2004,IA,0.533,0.497,0.36461128507546,250.96,44.0,300.0,505.44,Midwest,182.6,,1 ¼ x HQW; 3.5% of the statewide AAW in HQ; ½ of HQW in quarter not the HQ,231.31,40.55,276.51,,,,388.62,68.13,464.56,,,
220,220,2004,ID,0.494,0.458,0.45108094519859,232.34,51.0,316.0,507.07,West,193.0,,1 ¼ x HQW; not less than minimum qualifying wages in 1 quarter,210.43,46.19,286.2,,,,389.84,85.57,530.22,,,
221,221,2004,IL,0.399,0.345,0.39573947341777,245.11,51.0,326.0,709.63,Midwest,182.6,0.015270903325,"$1,600; $440 outside HQ",225.91,47.01,300.47,223.62,46.53,297.42,379.56,78.97,504.82,312.56,65.03,415.7
223,223,2004,KS,0.52,0.458,0.29250041001651,272.3,87.0,351.0,594.24,Midwest,182.6,0.017739113,30 x WBA; wages in 2 quarters,250.98,80.19,323.51,241.82,77.26,311.72,421.66,134.72,543.53,345.37,110.35,445.19
224,224,2004,KY,0.523,0.462,0.30913861199345,266.64,39.0,365.0,577.15,South,181.8,,1 ½ x HQW; 8 x WBA in last 2 quarters; $750 in 1 quarter; $750 in other quarters,245.23,35.87,335.69,,,,434.75,63.59,595.13,,,
225,225,2004,LA,0.445,0.408,0.29382190428575,199.4,10.0,258.0,489.02,South,181.8,0.01809787825,"$1,200; 1 ½ x HQW",183.39,9.2,237.28,182.86,9.17,236.59,325.12,16.3,420.66,268.85,13.48,347.86
226,226,2004,MA,0.464,0.422,0.5318027995849,343.93,29.0,508.0,814.59,Northeast,200.2,0.0313159477499999,"30 x WBA; $3,000 minimum",308.2,25.99,455.22,312.22,26.33,461.16,539.06,45.45,796.22,451.62,38.08,667.06
228,228,2004,ME,0.489,0.43,0.35660264547012,234.81,51.0,292.0,545.82,Northeast,200.2,,"$1,125.38 in 2 BP quarters and $3,376.14 in total BP wages",210.41,45.7,261.66,,,,368.03,79.94,457.67,,,
230,230,2004,MN,0.472,0.435,0.37513791190474,312.67,38.0,478.0,718.96,Midwest,182.6,0.02831695375,"At least $1,000 in HQ; $250 outside HQ",288.18,35.02,440.57,280.93,34.14,429.47,484.18,58.84,740.19,410.28,49.86,627.22
233,233,2004,MT,0.464,0.427,0.38711087844952,227.77,73.0,323.0,533.79,West,193.0,,BPW = 1.5 x HQW & total wages > 7% of AAW or wages > 50% of AAW,206.29,66.12,292.54,,,,382.17,122.49,541.96,,,
234,234,2004,NC,0.512,0.49,0.33054895056744,248.82,36.0,416.0,507.86,South,181.8,0.014757047575,6 x AWW; wages in 2 quarters of BP,228.84,33.11,382.59,228.7,33.09,382.37,405.7,58.7,678.28,296.79,42.94,496.2
235,235,2004,ND,0.465,0.44,0.31068781389694,233.4,43.0,312.0,530.09,Midwest,182.6,,1 ½ x HQW,215.12,39.63,287.57,,,,361.42,66.59,483.14,,,
238,238,2004,NJ,0.493,0.434,0.5792460821838,329.88,61.0,490.0,759.52,Northeast,200.2,0.03321653075,"20 weeks employment at 20 x state hrly min wage or 1,000 x state hrly min wage",295.61,54.66,439.09,306.55,56.69,455.34,517.04,95.61,768.01,464.86,85.96,690.5
239,239,2004,NM,0.502,0.442,0.2735017245958,217.16,58.0,290.0,490.89,West,193.0,,"$1,420.12 in HQW and wages in at least 1 other quarter",196.68,52.53,262.65,,,,364.37,97.32,486.59,,,
240,240,2004,NV,0.486,0.425,0.42898446460682,257.84,16.0,317.0,606.47,West,193.0,,1 ½ x HQW; or wages in 3 of 4 quarters in BP,233.53,14.49,287.11,,,,432.63,26.85,531.89,,,
242,242,2004,OH,0.431,0.388,0.29978461274002,251.43,90.0,323.0,648.65,Midwest,182.6,0.028870669,20 weeks employment with wages averaging 27.5% of state AWW,231.74,82.95,297.7,231.72,82.95,297.68,389.34,139.37,500.17,336.78,120.55,432.64
243,243,2004,OK,0.494,0.435,0.27671727316046,222.79,16.0,275.0,511.6,South,181.8,0.043031941,"$1,500 and 1 ½ x HQW; or 100% taxable wages",204.9,14.72,252.92,196.79,14.13,242.9,363.26,26.09,448.38,296.02,21.26,365.39
244,244,2004,OR,0.461,0.436,0.38729993019549,258.88,96.0,410.0,594.37,West,193.0,0.0249438077499999,6 x WBA since prior initial claim and total base year earnings > 1.5 x HQW; or 500 hours of employment,234.47,86.95,371.34,229.96,85.27,364.19,434.37,161.08,687.94,363.88,134.94,576.29
245,245,2004,PA,0.527,0.488,0.54750820736635,298.31,35.0,461.0,611.64,Northeast,200.2,0.03004887775,"$800 in HQ; $1,320 in BP; at least 20% of BPW outside HQ",267.32,31.36,413.1,271.26,31.83,419.19,467.56,54.86,722.55,395.42,46.39,611.06
246,246,2004,PR,0.425,0.396,0.29055191084676,109.58,7.0,133.0,276.84,Northeast,200.2,,40 x WBA; $280 minimum; $75 in 1 quarter; wages in 2 quarters,98.2,6.27,119.18,,,,171.75,10.97,208.46,,,
247,247,2004,RI,0.548,0.5,0.45920888996837,324.44,56.0,441.0,648.59,Northeast,200.2,,"1 ½ x HQW; 200 x minimum hourly wage in 1 quarter and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",290.73,50.18,395.18,,,,508.52,87.77,691.21,,,
248,248,2004,SC,0.463,0.429,0.26849741631664,210.24,20.0,278.0,489.73,South,181.8,0.01412668525,1 ½ x HQW; $900 minimum; $540 in HQ,193.36,18.39,255.67,189.98,18.07,251.21,342.79,32.61,453.27,259.88,24.72,343.64
249,249,2004,SD,0.464,0.433,0.19619447807214,210.49,28.0,248.0,486.66,Midwest,182.6,,$728 in HQ; 20 x WBA outside HQ,194.01,25.81,228.58,,,,325.95,43.36,384.03,,,
251,251,2004,TX,0.473,0.388,0.23477463570759,263.55,53.0,328.0,679.9,South,181.8,0.029035981,37 x WBA; wages in at least 2 quarters,242.38,48.74,301.66,238.66,48.0,297.03,429.71,86.42,534.8,344.97,69.37,429.33
252,252,2004,UT,0.494,0.46,0.21902140748407,270.26,24.0,377.0,587.56,West,193.0,0.0298192305,"$2,500 or $125 for 20 weeks",244.77,21.74,341.45,256.43,22.77,357.71,453.47,40.27,632.57,347.77,30.88,485.12
254,254,2004,VT,0.52,0.498,0.5129514212751,257.39,42.0,359.0,517.0,Northeast,200.2,,"$1,707 HQW + BP wages > 40% HQW",230.65,37.64,321.7,,,,403.42,65.83,562.68,,,
255,255,2004,WA,0.488,0.453,0.38199976561605,314.16,109.0,496.0,692.88,West,193.0,0.02153540775,680 hours,284.53,98.72,449.23,281.23,97.58,444.02,527.13,182.89,832.24,423.0,146.76,667.85
257,257,2004,WV,0.442,0.415,0.33735899350331,227.0,24.0,358.0,546.98,South,181.8,,"$2,200 and wages in 2 quarters",208.77,22.07,329.25,,,,370.12,39.13,583.71,,,
258,258,2004,WY,0.501,0.464,0.32611881979901,242.55,22.0,306.0,522.77,West,193.0,,1.4 x HQW; minimum 8% of state AAW,219.68,19.93,277.14,,,,406.97,36.91,513.44,,,
261,261,2005,AR,0.51,0.434,0.39511266742726,237.93,65.0,345.0,548.84,South,188.3,0.0291496245,27 x WBA; wages in 2 quarters,211.27,57.72,306.34,215.48,58.87,312.45,374.55,102.32,543.1,279.84,76.45,405.78
264,264,2005,CO,0.486,0.431,0.19345670769012,311.83,25.0,407.0,723.98,West,198.9,0.03962081025,"40 x WBA or $2,500, whichever is greater",274.05,21.97,357.69,262.72,21.06,342.91,507.7,40.7,662.65,423.0,33.91,552.1
265,265,2005,CT,0.389,0.364,0.45878631545087,288.38,15.0,447.0,792.45,Northeast,207.5,0.02568435325,40 x WBA; wages in 2 quarters,249.33,12.97,386.47,262.34,13.65,406.63,436.09,22.68,675.96,352.71,18.35,546.72
266,266,2005,DC,0.442,0.322,0.20378717928526,272.45,50.0,359.0,845.02,South,188.3,0.025393917,"1½ x HQW or within $70; not less than $1,950 in 2 quarters; $1,300 in 1 quarter",241.92,44.4,318.77,241.89,44.39,318.73,428.89,78.71,565.14,350.12,64.25,461.34
270,270,2005,HI,0.565,0.489,0.35400150784766,348.9,5.0,436.0,713.22,West,198.9,0.02717276825,"26 x WBA; wages in 2 quarters ($8,757 in HQ for maximum & $10,842 in BP)",306.63,4.39,383.17,320.78,4.6,400.86,568.05,8.14,709.86,459.21,6.58,573.84
271,271,2005,IA,0.518,0.474,0.34926289561727,257.16,46.0,310.0,542.98,Midwest,188.4,,1¼ x HQW; 3.5% of the statewide AAW in HQ; ½ HQW in quarter not the HQ,229.72,41.09,276.93,,,,385.96,69.04,465.26,,,
272,272,2005,ID,0.501,0.398,0.45349526872965,242.01,51.0,325.0,607.77,West,198.9,,"1¼ x HQW; not less the minimum qualifying wages in 1 quarter $1,326",212.69,44.82,285.62,,,,394.02,83.03,529.14,,,
273,273,2005,IL,0.376,0.33,0.37238608230344,247.86,51.0,336.0,751.4,Midwest,188.4,0.0244460595,"$1,600; $1,160 in HQ; $440 outside HQ",221.42,45.56,300.15,222.73,45.83,301.93,372.0,76.54,504.29,311.31,64.06,422.01
275,275,2005,KS,0.524,0.464,0.26988392192613,281.55,89.0,359.0,607.29,Midwest,188.4,0.0266951634999999,30 x WBA; wages in 2 quarters,251.51,79.5,320.7,245.68,77.66,313.26,422.56,133.58,538.8,350.88,110.92,447.4
276,276,2005,KY,0.519,0.476,0.25927564192525,279.44,39.0,365.0,586.47,South,188.3,,1½ x HQW; 8 x WBA in last 2 quarters; $750 in HQ; $750 outside HQ,248.13,34.63,324.1,,,,439.89,61.39,574.58,,,
277,277,2005,LA,0.451,0.395,0.44206990956907,205.37,10.0,258.0,519.65,South,188.3,0.0249405885,"$1,200; 1½ x HQW",182.36,8.88,229.09,184.98,9.01,232.39,323.29,15.74,406.14,271.98,13.24,341.68
278,278,2005,MA,0.468,0.406,0.50504175890414,346.45,29.0,528.0,852.98,Northeast,207.5,0.0317872335,"30 x WBA; $3,000 minimum",299.53,25.07,456.5,304.95,25.53,464.76,523.91,43.85,798.45,441.12,36.92,672.27
280,280,2005,ME,0.514,0.45,0.31325464028946,243.63,52.0,302.0,540.95,Northeast,207.5,,2 x AWW in 2 different BP quarters; total BP wages = 6 x AWW,210.64,44.96,261.1,,,,368.42,78.64,456.69,,,
282,282,2005,MN,0.484,0.447,0.39495097565045,323.81,38.0,493.0,724.97,Midwest,188.4,0.0352151069999999,"At least $1,000 in HQ; $250 outside HQ",289.26,33.95,440.4,282.93,33.2,430.75,485.99,57.03,739.92,413.2,48.49,629.09
285,285,2005,MT,0.468,0.449,0.3752048665323,236.64,75.0,335.0,526.83,West,198.9,,BPW = 1½ x HQW & total wages > 7% of AAW or BPW > 50% of AAW,207.97,65.91,294.41,,,,385.28,122.11,545.42,,,
286,286,2005,NC,0.514,0.478,0.31549990197273,265.33,36.0,426.0,554.93,South,188.3,0.02315263225,6 x AWW; wages in 2 quarters of BP,235.6,31.97,378.26,240.33,32.61,385.86,417.68,56.67,670.61,311.88,42.32,500.74
287,287,2005,ND,0.465,0.446,0.29395584977921,245.7,43.0,324.0,551.5,Midwest,188.4,,1½ x HQW,219.49,38.41,289.43,,,,368.76,64.54,486.28,,,
290,290,2005,NJ,0.496,0.4,0.58436659477965,333.37,61.0,503.0,832.62,Northeast,207.5,0.053795918,"20 weeks employment at 20 x state hrly min wage or 1,000 x state hrly min wage; wages in 2 quarters",288.22,52.74,434.88,299.83,54.86,452.39,504.13,92.25,760.65,454.68,83.2,686.03
291,291,2005,NM,0.492,0.44,0.24938300458769,222.75,57.0,300.0,506.44,West,198.9,,"$1,487.20 in HQW and wages in at least 1 other quarter",195.76,50.09,263.65,,,,362.66,92.8,488.44,,,
292,292,2005,NV,0.457,0.399,0.36330967530688,273.94,16.0,329.0,685.97,West,198.9,,1½ x HQW; or wages in 3 of 4 quarters of BP,240.75,14.06,289.14,,,,446.01,26.05,535.65,,,
294,294,2005,OH,0.437,0.401,0.28790306679513,253.83,93.0,331.0,633.22,Midwest,188.4,0.02872541525,20 weeks employment with wages averaging 27.5% of state AWW; wages in 2 quarters,226.75,83.08,295.69,227.37,83.31,296.5,380.96,139.58,496.78,330.45,121.07,430.92
295,295,2005,OK,0.5,0.449,0.22718660290302,229.14,16.0,292.0,509.78,South,188.3,0.0298969442499999,"$1,500 and 1½ x HQW; or 100% taxable wages",203.46,14.21,259.28,194.05,13.55,247.28,360.71,25.19,459.67,291.9,20.38,371.97
296,296,2005,OR,0.481,0.387,0.3986980074674,266.47,98.0,419.0,688.25,West,198.9,0.02933996975,6 x WBA since prior initial claim and total base year earnings > 1½ x HQW; or 500 hours of employment in BP,234.18,86.13,368.23,230.94,84.93,363.13,433.85,159.56,682.18,365.43,134.4,574.61
297,297,2005,PA,0.536,0.507,0.53670346676219,305.82,35.0,478.0,602.94,Northeast,207.5,0.0283146752499999,"$800 in HQ; $1,320 in BP; at least 20% of BPW outside HQ; 16 credit weeks in BP",264.41,30.26,413.27,269.97,30.9,421.97,462.47,52.93,722.84,393.54,45.04,615.11
298,298,2005,PR,0.409,0.378,0.27596653302562,108.66,7.0,133.0,287.69,Northeast,207.5,,40 x WBA; $280 minimum; $75 in 1 quarter; wages in 2 quarters,93.95,6.05,114.99,,,,164.32,10.59,201.13,,,
299,299,2005,RI,0.545,0.488,0.42899419372738,333.49,62.0,462.0,684.01,Northeast,207.5,,"1½ x HQW; 200 x minimum hourly wage in 1 quarter and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",288.33,53.6,399.44,,,,504.31,93.76,698.65,,,
300,300,2005,SC,0.479,0.449,0.25397015909245,217.49,20.0,292.0,484.15,South,188.3,0.02879998875,1½ x HQW; $900 minimum; $540 in HQ,193.12,17.76,259.28,193.8,17.82,260.19,342.37,31.48,459.67,265.1,24.38,355.92
301,301,2005,SD,0.469,0.432,0.17001086237522,221.42,28.0,256.0,512.57,Midwest,188.4,,$728 in HQ; 20 x WBA outside HQ,197.8,25.01,228.69,,,,332.32,42.02,384.22,,,
303,303,2005,TX,0.418,0.347,0.20927235296792,269.35,54.0,336.0,777.34,South,188.3,0.02908968225,37 x WBA; wages in at least 2 quarters,239.17,47.95,298.35,237.03,47.52,295.69,424.01,85.01,528.93,342.61,68.69,427.39
304,304,2005,UT,0.497,0.407,0.20465406687551,273.76,24.0,371.0,672.6,West,198.9,0.00422456,"$2,500 or $125 for 20 weeks",240.59,21.09,326.05,252.23,22.11,341.82,445.72,39.07,604.03,342.07,29.99,463.58
306,306,2005,VT,0.485,0.448,0.51365040795387,266.31,42.0,371.0,594.81,Northeast,207.5,,"$1,707 HQW + BP wages > 40% HQW",230.25,36.31,320.76,,,,402.72,63.51,561.03,,,
307,307,2005,WA,0.447,0.422,0.32165866848259,303.19,111.0,496.0,718.49,West,198.9,0.02721092625,680 hours; wages in 2-3 quarters,266.45,97.55,435.9,265.69,97.27,434.66,493.63,180.72,807.55,399.63,146.31,653.77
309,309,2005,WV,0.424,0.374,0.32209177423635,234.1,24.0,366.0,626.33,South,188.3,,"$2,200 and wages in 2 quarters",207.87,21.31,324.99,,,,368.52,37.78,576.16,,,
310,310,2005,WY,0.501,0.459,0.28164467518558,249.77,23.0,316.0,544.37,West,198.9,,1.4 x HQW; at least 8% of statewide AAW,219.51,20.21,277.71,,,,406.66,37.45,514.49,,,
313,313,2006,AR,0.528,0.489,0.39554787844274,254.34,68.0,382.0,519.87,South,194.7,0.02329342225,27 x WBA; wages in 2 qtrs,218.42,58.4,328.05,223.82,59.84,336.16,387.22,103.53,581.58,290.67,77.71,436.57
316,316,2006,CO,0.493,0.432,0.20717789925514,321.43,25.0,421.0,743.4,West,205.7,0.0341576399999999,"40 x WBA or $2,500, whichever is greater",273.15,21.24,357.76,260.49,20.26,341.19,506.03,39.36,662.78,419.41,32.62,549.33
317,317,2006,CT,0.378,0.323,0.48280095674556,293.12,15.0,465.0,907.62,Northeast,215.0,0.03543634175,40 x WBA; wages in 2 qtrs,244.58,12.52,388.0,259.97,13.3,412.42,427.8,21.89,678.65,349.53,17.89,554.49
318,318,2006,DC,0.439,0.356,0.21077766698954,286.64,50.0,359.0,805.1,South,194.7,0.034998483,"1½ x HQW or within $70; not less than $1,950 in 2 qtrs; $1,300 in 1 qtr",246.15,42.94,308.29,248.19,43.29,310.84,436.4,76.12,546.56,359.23,62.66,449.92
322,322,2006,HI,0.571,0.485,0.38763782470566,375.44,5.0,459.0,773.71,West,205.7,0.041207301,"26 x WBA; wages in 2 qtrs ($9,639 in HQ for maximum & $11,934 in BP)",319.04,4.25,390.05,336.05,4.48,410.84,591.06,7.87,722.6,481.07,6.41,588.13
323,323,2006,IA,0.535,0.492,0.3984721410976,268.4,48.0,324.0,546.03,Midwest,193.0,,1¼ x HQW; 3.5% of the statewide AAW in HQ; ½ HQW in qtr not the HQ,234.05,41.86,282.53,,,,393.23,70.32,474.69,,,
324,324,2006,ID,0.518,0.482,0.42807669044816,252.17,51.0,322.0,523.41,West,205.7,,"1¼ x HQW; not less than the minimum qualifying wages in 1 qtr $1,326",214.29,43.34,273.63,,,,396.99,80.29,506.93,,,
325,325,2006,IL,0.389,0.345,0.41652972836477,256.3,51.0,350.0,742.39,Midwest,193.0,0.0216010154999999,"$1,600; $1,160 in HQ; $440 outside HQ",223.5,44.47,305.21,224.82,44.74,307.01,375.5,74.72,512.78,314.23,62.53,429.1
327,327,2006,KS,0.529,0.476,0.26859676792794,293.83,93.0,373.0,617.32,Midwest,193.0,0.027991956,30 x WBA; wages in 2 qtrs,256.23,81.1,325.26,249.73,79.04,317.02,430.48,136.25,546.47,356.66,112.89,452.76
328,328,2006,KY,0.525,0.486,0.26338806822635,283.51,39.0,365.0,583.8,South,194.7,,1½ x HQW; 8 x WBA in last 2 qtrs; $750 in HQ; $750 outside HQ,243.47,33.49,313.45,,,,431.63,59.38,555.7,,,
329,329,2006,LA,0.436,0.339,0.31958706752667,200.69,10.0,258.0,592.13,South,194.7,0.026845269975,"$1,200; 1½ x HQW",172.34,8.59,221.56,176.37,8.79,226.73,305.54,15.22,392.79,259.32,12.92,333.37
330,330,2006,MA,0.47,0.436,0.4911550170155,356.89,29.0,528.0,818.93,Northeast,215.0,0.03944868525,"30 x WBA; $3,000 minimum",297.8,24.2,440.57,304.46,24.74,450.44,520.87,42.32,770.6,440.41,35.79,651.56
332,332,2006,ME,0.49,0.455,0.30166590460254,248.38,54.0,313.0,546.2,Northeast,215.0,,2 x AWW in 2 different BP qtrs; total BP wages = 6 x AWW,207.25,45.06,261.17,,,,362.5,78.81,456.81,,,
334,334,2006,MN,0.5,0.469,0.3927532002135,332.88,38.0,515.0,710.32,Midwest,193.0,0.03703817275,"At least $1,000 in HQ; $250 outside HQ",290.28,33.14,449.09,280.96,32.07,434.67,487.7,55.67,754.52,410.32,46.84,634.81
337,337,2006,MT,0.467,0.462,0.4290428373741,242.54,98.0,346.0,525.45,West,205.7,,BPW = 1½ x HQW & total wages > 7% of AAW or BPW > 50% of AAW,206.11,83.28,294.02,,,,381.83,154.28,544.71,,,
338,338,2006,NC,0.466,0.429,0.32846942762919,259.35,36.0,442.0,604.18,South,194.7,0.0108425301,6 x AWW; wages in 2 qtrs of BP,222.72,30.92,379.57,229.6,31.87,391.3,394.85,54.81,672.93,297.95,41.36,507.79
339,339,2006,ND,0.471,0.417,0.30501299387796,261.25,43.0,340.0,627.06,Midwest,193.0,,1½ x HQW,227.82,37.5,296.49,,,,382.75,63.0,498.13,,,
342,342,2006,NJ,0.508,0.461,0.52997733574976,342.33,73.0,521.0,742.78,Northeast,215.0,0.0357356695,"20 weeks employment at 20 x state hrly min wage or 1,000 x state hrly min wage",285.65,60.91,434.73,292.17,62.3,444.66,499.62,106.54,760.38,443.06,94.48,674.31
343,343,2006,NM,0.512,0.448,0.27008780176793,231.15,62.0,312.0,516.01,West,205.7,,"$1,547.77 in HQW and wages in at least 1 other qtr",196.43,52.69,265.13,,,,363.9,97.61,491.18,,,
344,344,2006,NV,0.497,0.424,0.35897902104594,290.46,16.0,346.0,685.18,West,205.7,,1½ x HQW; or wages in 3 of 4 qtrs of BP,246.83,13.6,294.02,,,,457.27,25.19,544.71,,,
346,346,2006,OH,0.441,0.415,0.30581505659579,264.19,96.0,343.0,635.98,Midwest,193.0,0.03420692375,20 weeks employment with wages averaging 27.5% of state AWW; wages in 2 qtrs,230.38,83.71,299.1,230.04,83.59,298.67,387.06,140.65,502.52,334.34,121.49,434.07
347,347,2006,OK,0.503,0.46,0.21611285093499,240.9,16.0,317.0,524.25,South,194.7,0.0205012721489999,"$1,500 and 1½ x HQW",206.87,13.74,272.23,198.08,13.16,260.66,366.76,24.36,482.62,297.97,19.79,392.1
