,Unnamed: 0,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
464,464,2008,WI,0.476,0.436,0.57295579570088,279.54,53.0,355.0,641.21,Midwest,205.382,0.039785477,30 x WBA and 4 x WBA outside HQ,229.07,43.43,290.9,223.22,42.32,283.47,384.86,72.97,488.75,323.66,61.36,411.03
467,467,2009,AK,0.325,0.296,0.4980761794039,222.87,56.0,370.0,751.89,West,218.822,0.033519755,"$2,500; wages in 2 qtrs",178.03,44.73,295.56,173.33,43.55,287.75,329.82,82.87,547.56,263.39,66.18,437.27
468,468,2009,AL,0.414,0.38,0.32647967502932,213.22,45.0,255.0,560.77,South,207.845,0.0136917313249999,1½ x HQW; qualify for at least minimum WBA,171.52,36.2,205.13,168.07,35.47,201.0,304.09,64.18,363.67,244.99,51.71,293.0
470,470,2009,AZ,0.385,0.325,0.33119324677108,222.08,60.0,240.0,682.45,West,218.822,,"1½ x HQW; $1,500 in 1 qtr or wages in 2 qtrs; wages in 1 qtr sufficient to qualify for maximum WBA, and BPW ≥ taxable wage base",177.4,47.93,191.72,,,,328.66,88.79,355.18,,,
471,471,2009,CA,0.459,0.388,0.36809979673372,326.24,40.0,450.0,841.22,West,218.822,0.009788388175,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",260.61,31.95,359.47,249.89,30.64,344.69,482.8,59.2,665.95,377.02,46.23,520.05
475,475,2009,DE,0.414,0.366,0.4257064827155,262.25,20.0,330.0,715.63,South,207.845,,36 x WBA,210.97,16.09,265.47,,,,374.01,28.52,470.64,,,
476,476,2009,FL,0.387,0.326,0.33734783201808,239.94,32.0,275.0,735.96,South,207.845,0.00891299495,"1½ x HQW; minimum $3,400; wages in 2 qtrs",193.02,25.74,221.22,188.06,25.08,215.54,342.19,45.64,392.2,275.04,36.68,315.22
477,477,2009,GA,0.525,0.473,0.31114288336532,288.35,44.0,330.0,609.69,South,207.845,0.0056322317,wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings at least 40 x WBA,231.96,35.4,265.47,234.74,35.82,268.64,411.24,62.75,470.64,325.21,49.62,372.18
482,482,2009,IN,0.532,0.47,0.37533120913539,321.07,50.0,390.0,682.85,Midwest,204.064,0.0048950616749999,"1¼ x HQW totaling at least $1,650 in last 2 qtrs; not less than $2,750 in BP",264.8,41.24,321.65,248.58,38.71,301.94,444.89,69.28,540.4,366.02,57.0,444.61
487,487,2009,MD,0.476,0.41,0.36375268011866,309.32,25.0,380.0,753.92,South,207.845,0.0002520047499999,1½ x HQW; $576.01 in HQ,248.83,20.11,305.69,233.68,18.89,287.08,441.14,35.65,541.94,345.64,27.94,424.62
489,489,2009,MI,0.479,0.425,0.41270130455251,306.08,117.0,362.0,720.37,Midwest,204.064,0.0187765805,"1½ x HQW; at least $2,871 in HQ); or wages in 2 or more BP qtrs totaling at least $16,695 (20 x state AWW of $834.79)",252.44,96.49,298.56,238.73,91.26,282.35,424.12,162.12,501.6,356.41,136.24,421.53
491,491,2009,MO,0.413,0.354,0.35968467627193,258.39,35.0,320.0,729.06,Midwest,204.064,0.013694943675,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",213.1,28.87,263.92,207.86,28.16,257.42,358.04,48.5,443.41,298.29,40.4,369.41
492,492,2009,MS,0.42,0.376,0.36817007642608,196.49,30.0,230.0,522.4,South,207.845,0.0338854075,40 x WBA; $780 in HQ; wages in 2 qtrs,158.07,24.13,185.02,143.79,21.95,168.31,280.23,42.79,328.02,230.04,35.12,269.27
497,497,2009,NH,0.432,0.398,0.49364819348901,289.74,32.0,427.0,727.83,Northeast,229.343,,"$2,800; $1,400 in each of 2 qtrs",226.64,25.03,334.01,,,,396.42,43.78,584.22,,,
501,501,2009,NY,0.428,0.362,0.42687719731482,313.31,64.0,405.0,865.56,Northeast,229.343,0.0062902690499999,"1½ x HQW; $1,600 in HQ",245.08,50.06,316.8,244.33,49.91,315.84,428.67,87.56,554.12,351.3,71.76,454.11
510,510,2009,TN,0.406,0.35,0.32128242898866,230.28,30.0,275.0,658.61,South,207.845,0.003777016675,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,185.25,24.13,221.22,179.76,23.42,214.67,328.42,42.79,392.2,273.33,35.61,326.41
513,513,2009,VA,0.452,0.388,0.29182930835041,295.8,54.0,378.0,762.79,South,207.845,0.000614442715,"$2,700 in highest 2 qtrs of BP",237.96,43.44,304.08,232.07,42.37,296.56,421.86,77.01,539.09,328.24,59.92,419.45
516,516,2009,WI,0.484,0.449,0.56722976017394,287.61,54.0,363.0,640.37,Midwest,204.064,0.007870316425,35 x WBA and 4 x WBA outside HQ,237.2,44.54,299.38,220.87,41.47,278.77,398.52,74.82,502.99,320.26,60.13,404.21
519,519,2010,AK,0.33,0.303,0.47070573148165,235.3,56.0,370.0,775.81,West,221.203,0.00657305905,$2500; wages in 2 qtrs,185.94,44.25,292.38,177.06,42.14,278.42,344.47,81.98,541.67,269.06,64.04,423.09
520,520,2010,AL,0.408,0.372,0.23198592128899,213.27,45.0,265.0,572.78,South,211.338,0.02970627225,1½ x HQW; qualify for at least minimum WBA,168.73,35.6,209.65,165.84,34.99,206.06,299.13,63.12,371.69,241.74,51.01,300.38
522,522,2010,AZ,0.405,0.343,0.24843872373575,216.4,60.0,240.0,630.66,West,221.203,,1½ x HQW; $1500 in 1 qtr or wages in 2 qtrs; wages in 1 qtr sufficient to qualify for maximum WBA and BPW ≥ taxable wage base,171.0,47.41,189.65,,,,316.8,87.84,351.35,,,
523,523,2010,CA,0.448,0.38,0.28578781206235,314.46,40.0,450.0,827.45,West,221.203,0.028709184,"$1300 in HQ,  or $900 in HQ with BPW = 1¼ x HQ",248.49,31.61,355.6,238.54,30.34,341.35,460.36,58.56,658.79,359.89,45.78,515.0
527,527,2010,DE,0.42,0.366,0.34893967081457,258.04,20.0,330.0,704.73,South,211.338,,36 x WBA,204.15,15.82,261.08,,,,361.93,28.05,462.86,,,
528,528,2010,FL,0.41,0.355,0.22675241530174,235.69,32.0,275.0,663.48,South,211.338,0.02096578525,1½ x HQW; minimum $3400; wages in 2 qtrs,186.47,25.32,217.57,183.09,24.86,213.63,330.58,44.88,385.71,267.78,36.36,312.44
529,529,2010,GA,0.449,0.386,0.232795920796,275.53,44.0,330.0,713.61,South,211.338,0.02185298225,wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w total earnings at least 40 x WBA,217.99,34.81,261.08,223.04,35.62,267.14,386.46,61.71,462.86,309.01,49.35,370.1
534,534,2010,IN,0.525,0.472,0.24530776706427,312.86,50.0,390.0,663.09,Midwest,208.046,0.02224055225,1.5 x HQW totaling at least $2500 in last 2 qtrs; not less than $4200 in BP,253.09,40.45,315.49,241.04,38.52,300.47,425.22,67.96,530.06,354.93,56.72,442.44
539,539,2010,MD,0.473,0.413,0.3009845248741,316.01,25.0,410.0,765.49,South,211.338,0.024370339975,1½ x HQW; $576.01 in HQ,250.01,19.78,324.37,238.68,18.88,309.67,443.23,35.06,575.06,353.03,27.93,458.03
541,541,2010,MI,0.493,0.427,0.27557410651419,297.25,117.0,362.0,696.71,Midwest,208.046,0.0270775545,1½ x HQW; at least $2871 in HQ; or wages in 2 or more BP qtrs totaling at least $16695 (20 x State AWW of $828.73),240.46,94.65,292.84,227.57,89.57,277.15,404.0,159.02,492.0,339.75,133.73,413.76
543,543,2010,MO,0.413,0.362,0.25960622083167,248.95,35.0,320.0,687.81,Midwest,208.046,0.01567490265,1½ x HQW; $1500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base,201.39,28.31,258.87,197.56,27.78,253.95,338.35,47.57,434.92,283.51,39.86,364.42
544,544,2010,MS,0.419,0.37,0.27285938003263,193.79,30.0,235.0,523.98,South,211.338,0.016272044325,40 x WBA; $780 in HQ; wages in 2 qtrs,153.32,23.73,185.92,137.17,21.23,166.34,271.81,42.08,329.61,219.44,33.97,266.11
549,549,2010,NH,0.418,0.379,0.40287426623673,276.34,32.0,427.0,728.97,Northeast,233.868,,$2800; $1400 in each of 2 qtrs,211.98,24.55,327.55,,,,370.77,42.94,572.92,,,
553,553,2010,NY,0.417,0.339,0.34577767710978,307.33,64.0,405.0,905.88,Northeast,233.868,0.0255074832499999,1½ x HQW; $1600 in HQ,235.75,49.09,310.68,238.17,49.6,313.86,412.35,85.87,543.4,342.44,71.31,451.27
562,562,2010,TN,0.413,0.329,0.22462967487014,223.33,30.0,275.0,679.03,South,211.338,0.02385166925,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW  the lesser of 6 x WBA or $900,176.69,23.73,217.57,173.68,23.33,213.86,313.24,42.08,385.71,264.09,35.47,325.19
565,565,2010,VA,0.452,0.391,0.20216478098768,295.98,54.0,378.0,756.9,South,211.338,0.0155588376,$2700 in highest 2 qtrs of BP,234.16,42.72,299.05,232.07,42.34,296.38,415.14,75.74,530.18,328.24,59.89,419.2
568,568,2010,WI,0.465,0.419,0.46335784016046,279.5,54.0,363.0,667.71,Midwest,208.046,0.03137300025,35 x WBA and 4 x WBA outside HQ,226.1,43.68,293.65,212.97,41.15,276.59,379.87,73.39,493.36,308.8,59.66,401.05
571,571,2011,AK,0.333,0.304,0.45212386011349,234.84,56.0,370.0,771.67,West,227.485,0.03289405865,$2500; wages in 2 qtrs,180.45,43.03,284.31,175.56,41.86,276.6,334.3,79.72,526.71,266.78,63.62,420.33
572,572,2011,AL,0.412,0.379,0.20515408417013,211.58,45.0,265.0,557.68,South,218.618,0.04561612075,1½ x HQW; qualify for at least minimum WBA,161.82,34.42,202.67,159.78,33.98,200.12,286.88,61.02,359.31,232.91,49.54,291.71
574,574,2011,AZ,0.409,0.357,0.2226487329302,214.35,60.0,240.0,599.65,West,227.485,,1½ x HQW; $1500 in 1 qtr or wages in 2 qtrs; wages in 1 qtr sufficient to qualify for maximum WBA and BPW ≥ taxable wage base,164.71,46.1,184.42,,,,305.14,85.41,341.65,,,
575,575,2011,CA,0.457,0.392,0.24954086913857,307.98,40.0,450.0,785.54,West,227.485,0.0282402825,$1300 in HQ or $900 in HQ with BPW = 1¼ x HQ,236.65,30.74,345.78,227.1,29.5,331.82,438.42,56.94,640.59,342.63,44.5,500.63
579,579,2011,DE,0.431,0.374,0.3251137641893,247.09,20.0,330.0,659.94,South,218.618,,36 x WBA,188.98,15.3,252.39,,,,335.03,27.12,447.44,,,
580,580,2011,FL,0.411,0.357,0.17840466103248,238.72,32.0,275.0,668.74,South,218.618,0.03549580575,1½ x HQW; minimum $3400; wages in 2 qtrs,182.57,24.47,210.32,181.64,24.35,209.24,323.68,43.39,372.87,265.65,35.61,306.02
581,581,2011,GA,0.463,0.39,0.2112814199272,274.81,44.0,330.0,705.14,South,218.618,0.036984148,wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings at least 40 x WBA,210.18,33.65,252.39,217.7,34.86,261.43,372.61,59.66,447.44,301.61,48.29,362.18
586,586,2011,IN,0.521,0.47,0.21791687471004,308.48,50.0,390.0,656.17,Midwest,214.743,0.041763816,1.5 x HQW totaling at least $2500 in last 2 qtrs; not less than $4200 in BP,241.76,39.19,305.65,232.5,37.68,293.94,406.19,65.84,513.53,342.34,55.49,432.81
591,591,2011,MD,0.484,0.427,0.27570991670369,322.65,25.0,430.0,755.09,South,218.618,0.0394195125,1½ x HQW; $576.01 in HQ,246.76,19.12,328.87,237.89,18.43,317.04,437.48,33.9,583.03,351.87,27.26,468.94
593,593,2011,MI,0.493,0.442,0.26362175613923,289.07,117.0,362.0,654.11,Midwest,214.743,0.02985790725,1½ x HQW; at least $2871 in HQ); or wages in 2 or more BP qtrs totaling at least $16695 (20 x State AWW of $828.73),226.55,91.7,283.71,215.48,87.21,269.84,380.63,154.06,476.66,321.69,130.2,402.85
595,595,2011,MO,0.412,0.362,0.23285288613517,242.58,35.0,320.0,670.58,Midwest,214.743,0.032441604,1½ x HQW; $1500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base,190.12,27.43,250.79,189.54,27.35,250.03,319.41,46.09,421.36,271.99,39.24,358.8
596,596,2011,MS,0.425,0.384,0.23192086545068,193.56,30.0,235.0,503.42,South,218.618,0.021670201725,40 x WBA; $780 in HQ; wages in 2 qtrs,148.04,22.94,179.73,134.81,20.89,163.67,262.45,40.68,318.63,215.67,33.43,261.85
601,601,2011,NH,0.41,0.38,0.29930485459871,273.38,32.0,427.0,718.93,Northeast,240.997,,$2800; $1400 in each of 2 qtrs,203.51,23.82,317.86,,,,355.95,41.67,555.97,,,
605,605,2011,NY,0.424,0.359,0.33074453878592,300.55,64.0,405.0,837.66,Northeast,240.997,0.03076864025,1½ x HQW; $1600 in HQ,223.73,47.64,301.49,227.12,48.36,306.06,391.33,83.33,527.32,326.56,69.54,440.04
614,614,2011,TN,0.405,0.36,0.18893184404903,220.31,30.0,275.0,612.44,South,218.618,0.04179260675,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,168.49,22.94,210.32,167.34,22.79,208.88,298.72,40.68,372.87,254.45,34.65,317.61
617,617,2011,VA,0.441,0.385,0.18339796138917,292.95,54.0,378.0,761.45,South,218.618,0.04580813775,$2700 in highest 2 qtrs of BP,224.05,41.3,289.1,226.17,41.69,291.84,397.21,73.22,512.53,319.9,58.97,412.77
620,620,2011,WI,0.454,0.42,0.41775118279915,270.92,54.0,363.0,644.41,Midwest,214.743,0.02638958525,35 x WBA and 4 x WBA outside HQ,212.33,42.32,284.49,200.15,39.89,268.18,356.73,71.1,477.98,290.22,57.85,388.85
623,623,2012,AK,0.341,0.307,0.47570789952988,233.18,56.0,370.0,760.16,West,232.376,0.020842,"$2,500; wages in 2 qtrs",175.4,42.12,278.32,168.77,40.53,267.79,324.95,78.04,515.62,256.46,61.59,406.94
624,624,2012,AL,0.418,0.374,0.2046433522086,212.18,45.0,265.0,567.57,South,223.242,0.02646067575,1½ x HQW; qualify for at least minimum WBA,158.91,33.7,198.48,153.24,32.5,191.39,281.73,59.75,351.87,223.38,47.38,278.99
626,626,2012,AZ,0.415,0.365,0.20200894983416,214.36,60.0,240.0,587.54,West,232.376,,"1½ x HQW and $1,500 in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA, and total BPW ≥ taxable wage base",161.25,45.13,180.53,,,,298.73,83.61,334.46,,,
627,627,2012,CA,0.453,0.373,0.25823685735169,305.81,40.0,450.0,820.48,West,232.376,0.013314408,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",230.04,30.09,338.5,219.31,28.69,322.71,426.17,55.74,627.11,330.87,43.28,486.88
631,631,2012,DE,0.421,0.368,0.31420655567488,254.01,20.0,330.0,690.32,South,223.242,,36 x WBA,190.24,14.98,247.16,,,,337.28,26.56,438.18,,,
632,632,2012,FL,0.431,0.371,0.16442226845339,234.28,32.0,275.0,630.85,South,223.242,0.0233857167499999,"1½ x HQW; minimum $3,400; wages in 2 qtrs",175.47,23.97,205.96,172.15,23.51,202.07,311.08,42.49,365.15,251.77,34.39,295.53
633,633,2012,GA,0.459,0.397,0.18594813344053,274.86,44.0,330.0,692.27,South,223.242,0.013964269925,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings at least 40 x WBA,205.86,32.95,247.16,209.98,33.61,252.1,364.96,58.42,438.18,290.91,46.57,349.27
638,638,2012,IN,0.492,0.443,0.20665630129009,300.99,50.0,390.0,678.96,Midwest,219.1,0.02182396775,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",231.2,38.41,299.58,217.76,36.17,282.15,388.44,64.53,503.32,320.64,53.26,415.46
643,643,2012,MD,0.481,0.428,0.28191148499806,326.45,50.0,430.0,763.37,South,223.242,0.0221077135,"1½ x HQW; $576.01 in HQ; $1,776.01 in HQ",244.5,37.45,322.05,231.57,35.47,305.02,433.46,66.39,570.96,342.51,52.46,451.16
645,645,2012,MI,0.488,0.431,0.25765040254522,290.8,117.0,362.0,675.11,Midwest,219.1,0.02067758375,"1½ x HQW; at least $2,871 in HQ; or wages in 2 or more BP qtrs totaling at least $17,206.80 (20 x State AWW of $860.34)",223.38,89.87,278.07,210.48,84.68,262.02,375.29,150.99,467.18,314.23,126.43,391.17
647,647,2012,MO,0.417,0.372,0.2421427830781,244.88,35.0,320.0,658.01,Midwest,219.1,0.0253251385,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",188.1,26.88,245.81,185.32,26.49,242.17,316.03,45.17,412.98,265.94,38.01,347.52
648,648,2012,MS,0.426,0.379,0.22936931674614,192.95,30.0,235.0,508.99,South,223.242,0.0233055605,40 x WBA; $780 in HQ; wages in 2 qtrs,144.51,22.47,176.01,131.54,20.45,160.2,256.2,39.83,312.03,210.43,32.72,256.3
653,653,2012,NH,0.416,0.388,0.27153394954832,280.63,32.0,427.0,722.79,Northeast,245.698,,"$2,800; $1,400 in each of 2 qtrs",204.91,23.37,311.78,,,,358.4,40.87,545.33,,,
657,657,2012,NY,0.425,0.352,0.31217490616324,298.89,64.0,405.0,848.14,Northeast,245.698,0.017812729975,"1½ x HQW; $1,600 in HQ",218.24,46.73,295.72,219.13,46.92,296.92,381.72,81.74,517.23,315.06,67.46,426.91
666,666,2012,TN,0.401,0.359,0.17257144244537,219.49,30.0,275.0,610.73,South,223.242,0.0269586605,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,164.39,22.47,205.96,160.03,21.87,200.5,291.44,39.83,365.15,243.33,33.26,304.87
669,669,2012,VA,0.43,0.366,0.18449731690121,294.09,54.0,378.0,803.46,South,223.242,0.017505098675,"$2,700 in highest 2 qtrs of BP",220.26,40.44,283.11,217.11,39.87,279.06,390.49,71.7,501.91,307.08,56.38,394.69
672,672,2012,WI,0.47,0.429,0.41411248387297,273.62,54.0,363.0,638.47,Midwest,219.1,0.012288416225,35 x WBA and 4 x WBA outside HQ,210.18,41.48,278.84,196.95,38.87,261.29,353.12,69.69,468.47,285.57,56.36,378.86
675,675,2013,AK,0.337,0.309,0.47007446704771,237.8,56.0,370.0,770.66,West,235.824,0.0393407255,"$2,500; wages in 2 qtrs",176.26,41.51,274.26,168.6,39.7,262.32,326.55,76.9,508.08,256.2,60.33,398.64
676,676,2013,AL,0.415,0.367,0.20789416110215,214.98,45.0,265.0,585.68,South,226.721,0.0136977374,1½ x HQW; qualify for at least minimum WBA,158.54,33.19,195.43,151.26,31.66,186.45,281.07,58.83,346.47,220.49,46.15,271.79
678,678,2013,AZ,0.414,0.34,0.16748825856095,222.58,122.0,240.0,654.99,West,235.824,,"1½ x HQW and $3,042 in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA, and total BPW ≥ taxable wage base",164.98,90.43,177.9,,,,305.65,167.53,329.57,,,
679,679,2013,CA,0.473,0.389,0.27595312853868,313.13,40.0,450.0,804.33,West,235.824,0.0133448585,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",232.1,29.65,333.55,221.61,28.31,318.47,429.99,54.93,617.94,334.34,42.71,480.48
683,683,2013,DE,0.425,0.375,0.30572594969803,252.65,20.0,330.0,673.57,South,226.721,,36 x WBA,186.32,14.75,243.37,,,,330.32,26.15,431.45,,,
684,684,2013,FL,0.434,0.375,0.15625548517455,236.2,32.0,275.0,630.29,South,226.721,0.0138503307499999,"1½ x HQW; minimum $3,400; wages in 2 qtrs",174.19,23.6,202.8,169.6,22.98,197.45,308.82,41.84,359.54,248.04,33.6,288.78
685,685,2013,GA,0.481,0.412,0.16087684070166,268.85,44.0,330.0,653.2,South,226.721,0.006193003125,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,198.27,32.45,243.37,202.56,33.15,248.63,351.5,57.53,431.45,280.63,45.93,344.46
690,690,2013,IN,0.367,0.344,0.19546791510121,252.8,37.0,390.0,734.38,Midwest,222.17,0.01788580425,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",191.5,28.03,295.44,178.99,26.2,276.13,321.74,47.09,496.36,263.55,38.57,406.59
695,695,2013,MD,0.472,0.397,0.27962469237208,328.47,50.0,430.0,827.43,South,226.721,-0.0013400874475,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",242.24,36.87,317.11,227.96,34.7,298.42,429.45,65.37,562.2,337.18,51.33,441.4
697,697,2013,MI,0.498,0.436,0.22509365429013,296.25,117.0,362.0,679.73,Midwest,222.17,0.0112642262,"1½ x HQW; at least $2,871 in HQ; or wages in 2 or more BP qtrs totaling at least $17,206.80 (20 x State AWW of $860.34)",224.42,88.63,274.23,210.08,82.97,256.71,377.04,148.91,460.72,313.64,123.87,383.25
699,699,2013,MO,0.426,0.383,0.23127439833218,245.32,35.0,320.0,639.89,Midwest,222.17,0.02119232475,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",185.84,26.51,242.41,181.07,25.83,236.19,312.22,44.55,407.27,259.84,37.07,338.94
700,700,2013,MS,0.416,0.377,0.21607158585031,194.36,30.0,235.0,516.2,South,226.721,0.021702541875,40 x WBA; $780 in HQ; wages in 2 qtrs,143.33,22.12,173.31,129.48,19.99,156.55,254.11,39.22,307.25,207.14,31.97,250.46
705,705,2013,NH,0.404,0.368,0.22587936288439,292.58,32.0,427.0,795.73,Northeast,249.038,,"$2,800; $1,400 in each of 2 qtrs",210.77,23.05,307.6,,,,368.65,40.32,538.02,,,
709,709,2013,NY,0.421,0.344,0.31053021487796,303.83,64.0,405.0,883.15,Northeast,249.038,0.01852940275,"1½ x HQW; $1,600 in HQ",218.87,46.1,291.75,218.85,46.1,291.72,382.82,80.64,510.3,314.66,66.28,419.44
718,718,2013,TN,0.406,0.354,0.17308785673215,224.37,30.0,275.0,633.06,South,226.721,0.02594421575,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,165.47,22.12,202.8,159.29,21.3,195.24,293.35,39.22,359.54,242.21,32.39,296.87
721,721,2013,VA,0.428,0.356,0.18030320838483,299.02,54.0,378.0,840.09,South,226.721,0.010977323975,"$2,700 in highest 2 qtrs of BP",220.52,39.82,278.76,216.95,39.18,274.25,390.95,70.6,494.21,306.85,55.41,387.9
724,724,2013,WI,0.459,0.416,0.37263001154709,274.51,54.0,363.0,659.89,Midwest,222.17,0.0158777267499999,35 x WBA and 4 x WBA outside HQ,207.95,40.91,274.98,195.19,38.4,258.11,349.37,68.73,462.0,283.02,55.67,374.26
727,727,2014,AK,0.346,0.3,0.43368771767563,240.94,56.0,370.0,803.42,West,240.215,0.0219193601,"$2,500; wages in 2 qtrs",175.33,40.75,269.24,164.36,38.2,252.39,324.81,75.49,498.8,249.76,58.05,383.55
728,728,2014,AL,0.411,0.363,0.19192626296445,217.11,45.0,265.0,597.38,South,230.552,0.01221951255,1½ x HQW; qualify for at least minimum WBA,157.45,32.63,192.18,150.69,31.23,183.93,279.14,57.86,340.71,219.67,45.53,268.12
730,730,2014,AZ,0.415,0.313,0.17749918787425,225.35,123.0,240.0,719.21,West,240.215,,"1½ x HQW and $3,081 in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA, and total BPW ≥ taxable wage base",163.98,89.5,174.64,,,,303.79,165.82,323.54,,,
731,731,2014,CA,0.465,0.348,0.30776556260808,312.81,40.0,450.0,898.09,West,240.215,0.0167846475,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",227.63,29.11,327.46,218.46,27.94,314.28,421.7,53.92,606.65,329.6,42.15,474.16
735,735,2014,DE,0.413,0.371,0.32618040750708,250.66,20.0,330.0,675.33,South,230.552,,36 x WBA,181.78,14.5,239.32,,,,322.27,25.71,424.28,,,
736,736,2014,GA,0.458,0.383,0.14297575816449,272.57,44.0,330.0,711.49,South,230.552,0.01687292575,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,197.67,31.91,239.32,204.1,32.95,247.1,350.44,56.57,424.28,282.76,45.64,342.34
741,741,2014,IN,0.37,0.347,0.18825733920894,259.43,37.0,390.0,747.97,Midwest,225.425,0.01943956425,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",193.69,27.62,291.17,180.45,25.74,271.27,325.41,46.41,489.19,265.71,37.9,399.44
746,746,2014,MD,0.476,0.413,0.29158505898301,328.19,50.0,430.0,794.09,South,230.552,0.009292351255,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",238.01,36.26,311.84,228.07,34.75,298.82,421.96,64.29,552.85,337.34,51.39,441.99
748,748,2014,MI,0.498,0.448,0.24515397027341,296.42,117.0,362.0,661.38,Midwest,225.425,0.0273202765,"Total BPW =1½ x HQW; wages in at least 2 BP qtrs; at least $2,871 in HQ; or wages in at least 2 BP qtrs; HQW at least 20 x State AWW ($893.44) or $17,206.80",221.3,87.35,270.27,207.86,82.05,253.85,371.81,146.76,454.07,310.32,122.49,378.98
750,750,2014,MO,0.414,0.368,0.21669176057216,245.26,35.0,320.0,666.58,Midwest,225.425,0.0143489229249999,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",183.11,26.13,238.91,177.27,25.3,231.29,307.64,43.9,401.39,254.38,36.3,331.9
751,751,2014,MS,0.418,0.365,0.20082208178641,199.17,30.0,235.0,546.32,South,230.552,0.0289715915,40 x WBA; $780 in HQ; wages in 2 qtrs,144.44,21.76,170.43,129.87,19.56,153.23,256.07,38.57,302.14,207.76,31.29,245.14
756,756,2014,NH,0.413,0.379,0.23537866888509,293.47,32.0,427.0,773.83,Northeast,252.463,,"$2,800; $1,400 in each of 2 qtrs",208.54,22.74,303.43,,,,364.75,39.77,530.72,,,
760,760,2014,NY,0.404,0.324,0.33126528210987,307.33,68.0,405.0,949.58,Northeast,252.463,0.016993016075,"1½ x HQW; $1,700 in HQ",218.39,48.32,287.79,217.34,48.09,286.42,381.98,84.52,503.37,312.49,69.14,411.81
769,769,2014,TN,0.391,0.332,0.15600124434427,228.14,30.0,275.0,686.22,South,230.552,0.0216861885,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,165.45,21.76,199.43,157.87,20.76,190.3,293.32,38.57,353.57,240.05,31.57,289.36
772,772,2014,VA,0.418,0.34,0.16698514762085,299.66,54.0,378.0,880.66,South,230.552,0.0123257398749999,"$2,700 in highest 2 qtrs of BP",217.32,39.16,274.13,215.05,38.75,271.28,385.27,69.43,486.0,304.17,54.81,383.69
775,775,2014,WI,0.47,0.424,0.38664006852104,286.51,54.0,370.0,675.39,Midwest,225.425,0.0166691285,35 x WBA and 4 x WBA outside HQ,213.91,40.32,276.24,200.54,37.8,258.98,359.38,67.73,464.11,290.78,54.8,375.51
